Year,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
2019,Andy Welinski,ANA,D,26,384.9166667,1,3,2,1,4,30.77,30,3.33,70,48,16,0,0,5,8,4,4,0,0,3,14,5,46,40,17,0,0,-
2019,Anthony Beauvillier,NYI,"C, L",81,1011.733333,17,8,4,4,25,59.52,126,13.49,199,162,154,84,13,8,6,3,3,0,0,11,26,33,83,118,34,23,25,47.92
2019,Anthony Bitetto,"MIN, NSH",D,36,415.65,0,3,1,2,3,27.27,30,0,69,48,15,4,2,1,12,6,6,0,0,3,12,6,79,45,35,0,0,-
2019,Anthony Cirelli,T.B,C,82,920.6666667,11,15,9,6,26,57.78,100,11,168,133,118,67,6,10,24,5,2,2,1,12,13,29,94,105,30,376,334,52.96
2019,Anthony Duclair,"CBJ, OTT",L,74,803.55,12,13,5,8,25,67.57,102,11.76,170,137,100,55,13,16,10,5,5,0,0,15,23,30,31,77,29,2,10,16.67
2019,Anthony Greco,FLA,R,1,9.5,0,0,0,0,0,-,2,0,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2019,Anthony Mantha,DET,R,67,973.4666667,13,13,8,5,26,68.42,135,9.63,238,174,123,48,9,11,26,10,8,2,0,14,44,29,60,44,21,18,22,45
2019,Anthony Peluso,CGY,R,4,16.45,0,0,0,0,0,-,1,0,1,1,0,0,0,0,5,1,0,1,0,1,1,2,4,4,0,0,0,-
2019,Anthony Richard,NSH,C,1,7.366666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-
2019,Antoine Roussel,VAN,L,65,817.8333333,8,20,16,4,28,80,77,10.39,144,118,87,46,8,7,40,19,19,0,0,17,14,18,83,88,47,11,9,55
2019,Anton Blidh,BOS,L,1,12.33333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1,0,0,-
2019,Anton Lindholm,COL,D,2,12.68333333,0,0,0,0,0,-,0,-,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,-
2019,Anton Stralman,T.B,D,47,795.4833333,2,13,5,8,15,37.5,54,3.7,116,73,23,4,1,8,4,2,2,0,0,2,15,20,48,66,51,0,0,-
