Year,Player,Team,Position,GP,PKTOI,PKGoals,PKTotal_Assists,PKFirst_Assists,PKSecond_Assists,PKTotal_Points,PKShots,PKSHPer,PKiCF,PKiFF,PKiSCF,PKiHDCF,PKRush_Attempts,PKRebounds_Created,PKPIM,PKTotal_Penalties,PKMinor,PKMajor,PKMisconduct,PKPenalties_Drawn,PKGiveaways,PKTakeaways,PKHits,PKHits_Taken,PKShots_Blocked,PKFaceoffs_Won,PKFaceoffs_Lost,PKFaceoffs_Per
2017,Alexander Burmistrov,"ARI, WPG",C,49,43.71666667,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,4,18,18.18
2017,Ryan Johansen,NSH,C,82,63.43333333,1,0,0,0,1,4,25,5,5,4,1,0,0,2,1,1,0,0,1,0,4,0,1,0,27,23,54
2017,Joakim Nordstrom,CAR,"C, L",82,134.0166667,1,0,0,0,1,10,10,12,11,7,5,3,2,2,1,1,0,0,2,2,6,4,5,9,1,0,100
2017,Bryan Rust,PIT,R,57,41.65,0,1,1,0,1,3,0,3,3,3,1,1,0,0,0,0,0,0,2,2,1,2,1,5,0,1,0
2017,Ryan Garbutt,ANA,C,27,31.51666667,0,1,0,1,1,1,0,2,2,0,0,0,0,2,1,1,0,0,1,0,2,3,4,3,1,2,33.33
2017,Matt Read,PHI,R,63,55.88333333,1,0,0,0,1,2,50,2,2,0,0,0,0,0,0,0,0,0,0,1,3,1,0,7,1,3,25
2017,Kevan Miller,BOS,D,58,115.75,0,1,0,1,1,4,0,4,4,0,0,0,0,2,1,1,0,0,4,2,0,10,5,18,0,0,-
2017,Ryan Dzingel,OTT,"C, L",81,15.63333333,1,0,0,0,1,1,100,1,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0
2017,Alexey Marchenko,"DET, TOR",D,41,71.76666667,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,2,13,0,0,-
2017,Josh Archibald,PIT,R,10,5.066666667,1,0,0,0,1,1,100,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Fredrik Claesson,OTT,D,33,14.56666667,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-
2017,Vincent Trocheck,FLA,C,82,157.1833333,0,1,1,0,1,7,0,16,12,10,3,1,0,4,2,2,0,0,3,1,7,6,3,9,80,90,47.06
2017,Adam Lowry,WPG,"C, L",82,183.7333333,0,1,0,1,1,5,0,6,5,3,3,2,2,2,1,1,0,0,5,5,7,11,5,18,128,138,48.12
2017,Nick Shore,L.A,C,70,90.5,1,0,0,0,1,3,33.33,5,4,2,2,0,1,2,1,1,0,0,1,5,1,1,2,8,25,40,38.46
2017,Victor Rask,CAR,C,82,31.68333333,0,1,1,0,1,4,0,4,4,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,8,8,50
2017,Matt Nieto,"COL, S.J",L,59,97.56666667,0,1,1,0,1,2,0,3,3,1,0,0,0,2,1,1,0,0,1,0,3,1,0,8,1,2,33.33
2017,Gabriel Landeskog,COL,L,72,126.2666667,1,0,0,0,1,10,10,13,12,8,4,1,1,0,0,0,0,0,9,4,13,3,2,11,2,8,20
2017,Sean Couturier,PHI,C,66,119.9166667,0,1,1,0,1,7,0,9,9,5,3,1,1,4,2,2,0,0,0,4,12,1,1,5,50,43,53.76
2017,Dougie Hamilton,CGY,D,81,73.15,0,1,1,0,1,3,0,4,4,0,0,0,1,2,1,1,0,0,0,0,2,4,0,6,0,0,-
2017,Jamie Oleksiak,DAL,D,41,51.2,0,1,0,1,1,0,0,1,0,1,0,0,0,2,1,1,0,0,1,1,0,0,1,9,0,0,-
2017,Oscar Klefbom,EDM,D,82,137.6833333,0,1,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,5,3,2,3,22,0,0,-
2017,Connor Murphy,ARI,D,77,142.7333333,1,0,0,0,1,1,100,1,1,0,0,0,0,2,1,1,0,0,2,4,3,8,1,27,0,0,-
2017,Phillip Danault,MTL,L,82,92.05,0,1,1,0,1,4,0,5,4,2,0,1,0,2,1,1,0,0,0,4,6,1,1,8,34,34,50
2017,Vladislav Namestnikov,T.B,C,74,22.15,0,1,1,0,1,2,0,2,2,2,1,0,2,0,0,0,0,0,1,1,1,4,1,2,4,7,36.36
2017,J.T. Brown,T.B,R,64,66.53333333,1,0,0,0,1,6,16.67,8,7,4,2,1,1,4,2,2,0,0,7,1,1,4,3,7,0,1,0
2017,Yanni Gourde,T.B,C,20,27.85,1,0,0,0,1,3,33.33,4,3,3,1,1,0,2,1,1,0,0,1,1,2,0,2,0,5,15,25
2017,Ryan Murray,CBJ,D,60,112.65,0,1,0,1,1,1,0,1,1,0,0,0,0,2,1,1,0,0,0,3,1,1,0,12,0,0,-
2017,Matt Dumba,MIN,D,76,46.68333333,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,2,0,3,0,3,0,0,-
2017,Michael Matheson,FLA,D,81,211.1666667,0,1,0,1,1,5,0,7,6,3,2,2,0,6,3,3,0,0,5,6,3,11,1,20,1,0,100
2017,Jacob Trouba,WPG,D,60,179.65,0,1,1,0,1,6,0,9,7,3,1,1,1,17,3,1,1,1,1,10,3,12,2,25,0,0,-
2017,Colton Parayko,STL,D,81,171.7333333,0,1,1,0,1,6,0,6,6,0,0,1,0,6,3,3,0,0,5,1,4,9,4,23,0,0,-
2017,Colton Sissons,NSH,C,58,52.65,1,0,0,0,1,1,100,1,1,1,1,1,0,4,2,2,0,0,1,1,3,0,2,3,24,21,53.33
2017,Brock McGinn,CAR,L,57,44.85,0,1,1,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0
2017,Gemel Smith,DAL,C,17,22.06666667,1,0,0,0,1,1,100,1,1,1,1,0,0,0,0,0,0,0,1,2,0,0,0,1,1,3,25
2017,Connor Brown,TOR,R,82,162.9,1,0,0,0,1,6,16.67,10,9,9,3,3,0,0,0,0,0,0,0,4,9,2,2,12,2,3,40
2017,Nate Schmidt,WSH,D,60,42.68333333,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,1,2,1,3,0,0,-
2017,Andrew Copp,WPG,C,64,92.86666667,1,0,0,0,1,7,14.29,10,10,7,2,0,0,2,1,1,0,0,0,2,6,3,2,11,20,29,40.82
2017,Andre Burakovsky,WSH,L,64,1.833333333,1,0,0,0,1,1,100,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Shea Theodore,ANA,D,34,26.71666667,0,1,1,0,1,0,0,2,1,1,1,0,0,2,1,1,0,0,0,0,0,0,0,2,0,0,-
2017,Laurent Dauphin,ARI,C,24,40.9,1,0,0,0,1,6,16.67,8,7,6,6,0,1,4,2,2,0,0,1,0,2,2,3,2,3,5,37.5
2017,Artturi Lehkonen,MTL,L,73,32.71666667,1,0,0,0,1,4,25,5,5,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2017,Sean Monahan,CGY,C,82,42.35,1,0,0,0,1,1,100,4,1,1,0,0,0,2,1,1,0,0,1,0,1,1,1,1,21,18,53.85
2017,Rasmus Ristolainen,BUF,D,79,236.5666667,0,1,0,1,1,9,0,9,9,2,1,1,0,12,2,1,0,1,3,5,1,11,3,23,0,0,-
2017,Josh Jooris,"ARI, NYR",R,54,80.01666667,0,1,0,1,1,2,0,3,2,3,1,1,0,0,0,0,0,0,2,0,4,0,1,6,23,32,41.82
2017,Melker Karlsson,S.J,C,67,106.5833333,1,0,0,0,1,6,16.67,6,6,5,3,1,0,2,1,1,0,0,3,0,1,7,2,13,0,1,0
2017,Pierre-Edouard Bellemare,PHI,L,82,226.6,0,1,1,0,1,9,0,12,12,6,2,1,1,0,0,0,0,0,1,4,5,7,5,23,87,130,40.09
2017,Aaron Ekblad,FLA,D,68,55.58333333,1,0,0,0,1,3,33.33,7,4,3,1,2,0,8,4,4,0,0,5,2,1,1,3,4,0,0,-
2017,Sam Bennett,CGY,C,81,91.25,0,1,0,1,1,2,0,8,6,4,3,2,0,5,1,0,1,0,6,1,6,3,1,5,22,26,45.83
2017,Dylan Larkin,DET,C,80,26.18333333,1,0,0,0,1,3,33.33,4,3,2,1,2,0,0,0,0,0,0,1,0,1,2,2,0,6,6,50
2017,Adrian Kempe,L.A,L,25,15.63333333,0,1,1,0,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,4,3,57.14
2017,Brandon Carlo,BOS,D,82,212.7333333,1,0,0,0,1,5,20,5,5,1,0,0,0,0,0,0,0,0,2,10,2,9,4,32,0,0,-
2017,Lawson Crouse,ARI,L,72,108.2666667,1,0,0,0,1,7,14.29,12,11,6,3,3,0,2,1,1,0,0,4,0,3,3,1,6,0,0,-
2017,Andreas Martinsen,"COL, MTL",L,64,57.98333333,0,1,1,0,1,3,0,5,3,2,0,1,0,0,0,0,0,0,1,1,4,6,2,4,0,0,-
2017,Derek Ryan,CAR,C,67,29.5,1,0,0,0,1,2,50,3,2,2,1,0,0,0,0,0,0,0,0,0,2,0,0,2,8,11,42.11
2017,Nikita Zaitsev,TOR,D,82,140.05,0,1,1,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,7,3,7,1,19,0,0,-
2017,Drake Caggiula,EDM,"C, L",60,41.03333333,0,1,0,1,1,3,0,6,6,6,2,0,0,0,0,0,0,0,1,2,3,1,2,3,1,1,50
2017,Jaromir Jagr,FLA,R,82,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
2017,Shane Doan,ARI,R,74,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,2,0,1,1,0,0,0,0,0,0,0,-
2017,Jarome Iginla,"COL, L.A",R,80,1.116666667,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,-
2017,Michal Rozsival,CHI,D,22,23.6,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,4,1,3,0,0,-
2017,Shawn Thornton,FLA,L,50,0.116666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,-
2017,Joe Thornton,S.J,C,79,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,1,0,0,0,0,0,0,1,2,33.33
2017,Patrick Marleau,S.J,"C, L",82,7.55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,66.67
2017,Brian Campbell,CHI,D,80,9.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-
2017,Mike Fisher,NSH,C,72,129.2666667,0,0,0,0,0,3,0,4,3,1,1,1,0,15,2,0,1,1,1,2,6,4,1,15,84,83,50.3
2017,Mike Ribeiro,NSH,C,46,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,2,0,0,0,0,0,1,1,50
2017,Francois Beauchemin,COL,D,81,243.3166667,0,0,0,0,0,1,0,3,2,0,0,0,0,4,2,2,0,0,2,5,3,3,5,35,0,0,-
2017,Chris Neil,OTT,R,53,1.183333333,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,7,0,0,0,0,0,0,0,-
2017,Daniel Sedin,VAN,L,82,9.866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2017,Henrik Sedin,VAN,C,82,13.41666667,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,9,43.75
2017,Henrik Zetterberg,DET,L,82,2.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,Radim Vrbata,ARI,R,81,20.98333333,0,0,0,0,0,1,0,3,2,1,0,1,0,0,0,0,0,0,1,1,2,1,0,1,0,0,-
2017,Mark Streit,"PHI, PIT",D,68,37.85,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,-
2017,Marian Gaborik,L.A,R,56,3.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-
2017,Scott Hartnell,CBJ,L,78,0.433333333,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,9,0,0,0,0,0,0,0,-
2017,Brooks Orpik,WSH,D,79,190.3666667,0,0,0,0,0,3,0,4,3,1,0,1,0,2,1,1,0,0,6,6,6,18,5,17,0,0,-
2017,Steve Ott,"DET, MTL",C,53,91.6,0,0,0,0,0,4,0,6,5,5,5,0,0,15,6,5,1,0,3,0,4,5,6,7,29,35,45.31
2017,Justin Williams,WSH,R,80,31.15,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,4,0,1,2,1,0,100
2017,Niklas Kronwall,DET,D,57,56.73333333,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,7,1,12,0,0,-
2017,Nick Schultz,PHI,D,28,52.33333333,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,6,1,11,0,0,-
2017,Antoine Vermette,ANA,C,72,66.13333333,0,0,0,0,0,1,0,1,1,0,0,1,0,2,1,1,0,0,1,0,2,0,0,6,103,61,62.8
2017,Paul Martin,S.J,D,81,150.05,0,0,0,0,0,2,0,2,2,1,0,1,0,0,0,0,0,0,0,4,2,2,0,19,0,0,-
2017,Matt Hendricks,EDM,"C, L",42,63.53333333,0,0,0,0,0,4,0,6,5,2,0,1,0,0,0,0,0,0,2,1,3,2,4,8,19,26,42.22
2017,John-Michael Liles,BOS,D,36,48.2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,2,1,2,0,0,-
2017,Deryk Engelland,CGY,D,81,261.3333333,0,0,0,0,0,5,0,7,6,1,1,0,0,12,2,1,0,1,8,9,5,6,7,38,0,0,-
2017,Ales Hemsky,DAL,R,15,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-
2017,Fedor Tyutin,COL,D,69,168.4833333,0,0,0,0,0,5,0,5,5,0,0,1,0,6,3,3,0,0,0,4,2,9,4,27,0,0,-
2017,Mike Cammalleri,N.J,L,61,2.966666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,Jason Pominville,MIN,R,78,71.78333333,0,0,0,0,0,3,0,6,4,4,0,0,0,0,0,0,0,0,1,1,2,2,0,5,0,2,0
2017,Kevin Bieksa,ANA,D,81,136.9166667,0,0,0,0,0,3,0,5,4,3,0,1,0,4,2,2,0,0,4,7,2,12,3,11,0,0,-
2017,Dennis Seidenberg,NYI,D,73,135.5833333,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,2,1,7,4,19,0,0,-
2017,Johnny Oduya,"CHI, DAL",D,52,120.5166667,0,0,0,0,0,2,0,5,4,2,0,1,1,0,0,0,0,0,0,6,2,2,0,28,0,0,-
2017,PA Parenteau,"N.J, NSH",R,67,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Zbynek Michalek,ARI,D,3,3.916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,-
2017,Dennis Wideman,CGY,D,57,124.2166667,0,0,0,0,0,0,0,1,0,1,0,0,0,12,2,1,0,1,0,4,4,6,2,16,0,0,-
2017,Valtteri Filppula,"PHI, T.B",C,79,139.3,0,0,0,0,0,4,0,5,5,4,2,1,0,6,3,3,0,0,4,1,5,1,4,9,51,81,38.64
2017,Tom Gilbert,L.A,D,18,20.28333333,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,-
2017,Matt Greene,L.A,D,26,31.56666667,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,0,0,-
2017,Jay Bouwmeester,STL,D,81,241.0833333,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,1,0,0,0,7,2,4,4,23,0,0,-
2017,Boyd Gordon,PHI,C,13,19.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,13,43.48
2017,Jiri Hudler,DAL,R,32,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Alexander Steen,STL,L,76,140.9333333,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,4,1,3,4,4,16,15,24,38.46
2017,Duncan Keith,CHI,D,80,194.6833333,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,1,0,0,0,7,3,3,5,15,0,0,-
2017,Jonathan Ericsson,DET,D,51,104.1333333,0,0,0,0,0,1,0,5,1,1,1,1,0,5,1,0,1,0,4,7,0,6,0,7,0,0,-
2017,Josh Gorges,BUF,D,66,176.85,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,3,0,0,15,1,37,0,0,-
2017,Chris Kunitz,PIT,L,71,52,0,0,0,0,0,2,0,3,3,1,1,1,0,2,1,1,0,0,3,1,2,8,7,1,0,0,-
2017,Thomas Vanek,"DET, FLA",L,68,0.316666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,1,0,0,0,0,-
2017,Milan Michalek,TOR,L,5,5.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0
2017,Brent Seabrook,CHI,D,79,148.5833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,12,1,28,0,0,-
2017,Zach Parise,MIN,L,69,71.93333333,0,0,0,0,0,6,0,12,10,10,4,0,0,2,1,1,0,0,5,1,6,1,1,10,0,0,-
2017,Eric Fehr,"PIT, TOR",C,53,94.95,0,0,0,0,0,2,0,2,2,1,0,0,0,4,2,2,0,0,0,2,8,7,0,10,11,16,40.74
2017,Mark Stuart,WPG,D,42,95.18333333,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,2,10,0,7,1,25,0,0,-
2017,Ryan Kesler,ANA,C,82,223.1,0,0,0,0,0,7,0,10,9,7,2,1,1,2,1,1,0,0,2,0,5,9,1,17,139,137,50.36
2017,Brian Boyle,"T.B, TOR",C,75,79.76666667,0,0,0,0,0,2,0,2,2,0,0,0,0,17,3,1,1,1,6,4,4,4,3,13,46,51,47.42
2017,Corey Perry,ANA,R,82,2.433333333,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,1,0,0,1,0,0,0,1,0,0,0,-
2017,Patrick Eaves,"ANA, DAL",R,79,13.88333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,-
2017,Matt Carle,NSH,D,6,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,David Backes,BOS,R,74,39.53333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,2,8,5,61.54
2017,Kyle Quincey,"CBJ, N.J",D,73,134.2,0,0,0,0,0,0,0,1,0,1,0,0,0,8,4,4,0,0,2,2,3,7,3,15,0,0,-
2017,Lee Stempniak,CAR,R,82,1.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
2017,John Mitchell,COL,C,65,40.28333333,0,0,0,0,0,0,0,1,0,0,0,0,1,17,3,1,1,1,0,1,3,4,0,3,18,20,47.37
2017,Marc Methot,OTT,D,68,141.75,0,0,0,0,0,3,0,3,3,0,0,0,0,4,2,2,0,0,1,2,3,9,4,15,0,0,-
2017,Nate Thompson,ANA,C,30,47.71666667,0,0,0,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,2,3,2,0,2,3,14,25,35.9
2017,Drew Miller,DET,L,55,74.86666667,0,0,0,0,0,2,0,4,4,3,0,0,0,2,1,1,0,0,0,1,3,0,1,8,1,0,100
2017,Kyle Brodziak,STL,C,69,139.4833333,0,0,0,0,0,5,0,8,7,6,3,0,1,8,4,4,0,0,1,2,9,1,2,6,54,63,46.15
2017,Matt Moulson,BUF,L,81,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Tanner Glass,NYR,L,11,2.766666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Clayton Stoner,ANA,D,14,30.98333333,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,6,0,0,-
2017,Alex Ovechkin,WSH,L,82,1.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,-
2017,Evgeni Malkin,PIT,C,62,2.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,4,0,0,0,1,0,0,0,-
2017,Drew Stafford,"BOS, WPG",R,58,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0
2017,Alexander Radulov,MTL,R,76,1.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-
2017,Mike Green,DET,D,72,39.7,0,0,0,0,0,1,0,1,1,0,0,0,0,4,2,2,0,0,0,1,0,3,2,5,0,0,-
2017,Bryan Bickell,CAR,L,11,1.616666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Carl Soderberg,COL,C,80,54.76666667,0,0,0,0,0,4,0,8,6,2,1,3,0,0,0,0,0,0,1,0,1,0,0,0,14,24,36.84
2017,Nicklas Grossmann,CGY,D,3,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-
2017,David Krejci,BOS,C,82,39.9,0,0,0,0,0,1,0,3,3,2,0,0,0,0,0,0,0,0,1,1,1,0,1,4,17,22,43.59
2017,Alexei Emelin,MTL,D,76,195.9833333,0,0,0,0,0,0,0,1,0,0,0,0,0,10,5,5,0,0,5,20,5,25,3,32,0,0,-
2017,Alexander Edler,VAN,D,68,175.8166667,0,0,0,0,0,2,0,2,2,0,0,0,0,2,1,1,0,0,1,3,6,5,0,34,0,0,-
2017,Kevin Porter,PIT,C,2,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-
2017,Torrey Mitchell,MTL,C,78,143.3666667,0,0,0,0,0,4,0,7,5,3,1,1,0,0,0,0,0,0,4,3,8,2,2,9,74,61,54.81
2017,Ryan Callahan,T.B,R,18,35.58333333,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,3,3,3,1,5,1,3,25
2017,Kris Versteeg,CGY,R,69,1.183333333,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,1,0,0,0,0,0,0,0,-
2017,Adam Pardy,NSH,D,4,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Roman Polak,TOR,D,75,217.9333333,0,0,0,0,0,2,0,5,4,0,0,0,0,12,2,1,0,1,3,7,3,27,4,37,0,1,0
2017,Matt Hunwick,TOR,D,72,191.7666667,0,0,0,0,0,5,0,6,5,0,0,0,0,6,3,3,0,0,2,8,8,10,7,27,0,0,-
2017,Jannik Hansen,"S.J, VAN",R,43,63.03333333,0,0,0,0,0,2,0,3,3,2,2,0,0,0,0,0,0,0,1,1,2,2,2,4,0,0,-
2017,Rene Bourque,COL,R,65,9.783333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Cody McLeod,"COL, NSH",L,59,1.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0
2017,Paul Stastny,STL,C,66,107.5833333,0,0,0,0,0,4,0,5,5,5,0,0,0,0,0,0,0,0,1,0,4,2,1,9,98,84,53.85
2017,Sidney Crosby,PIT,C,75,9.683333333,0,0,0,0,0,2,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,12,36.84
2017,Bobby Ryan,OTT,R,62,2.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,-
2017,Benoit Pouliot,EDM,L,67,90.71666667,0,0,0,0,0,2,0,5,4,3,0,1,0,2,1,1,0,0,1,3,6,2,1,9,0,1,0
2017,Jack Skille,VAN,R,55,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Devin Setoguchi,L.A,R,45,0.183333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Martin Hanzal,"ARI, MIN",C,71,97.88333333,0,0,0,0,0,12,0,14,12,4,2,2,2,0,0,0,0,0,2,1,4,1,3,4,54,61,46.96
2017,Jakub Kindl,FLA,D,39,7.616666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-
2017,James Neal,NSH,"L, R",70,3.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0
2017,Taylor Chorney,WSH,D,18,13.58333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,-
2017,Kris Russell,EDM,D,68,158.0166667,0,0,0,0,0,0,0,2,1,0,0,0,0,4,2,2,0,0,1,11,2,4,2,35,0,0,-
2017,Cody Franson,BUF,D,68,57.16666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,-
2017,Vladimir Sobotka,STL,L,1,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-
2017,Cody Bass,NSH,C,9,4.633333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2017,Chris Butler,STL,D,1,1.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Chris VandeVelde,PHI,C,81,201.8666667,0,0,0,0,0,5,0,6,5,1,1,0,0,2,1,1,0,0,1,2,4,5,5,13,4,6,40
2017,Ryan Reaves,STL,R,80,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,2,10,0,0,0,0,0,0,0,-
2017,Anton Stralman,T.B,D,73,191.45,0,0,0,0,0,2,0,4,3,0,0,0,1,2,1,1,0,0,0,2,5,9,3,16,0,0,-
2017,Patric Hornqvist,PIT,R,70,1.766666667,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Andrew Desjardins,CHI,"C, L",46,30.01666667,0,0,0,0,0,3,0,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4,2,66.67
2017,David Desharnais,"EDM, MTL",C,49,0.866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2017,Stephen Gionta,NYI,R,26,33.85,0,0,0,0,0,2,0,3,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,2,12,18,40
