Year,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
2019,Matt Duchene,"CBJ, OTT",C,73,187.4666667,6,8,6,2,14,56,24,25,44,38,28,11,1,3,0,0,0,0,0,0,12,1,0,5,0,100,82,54.95
2019,Micheal Ferland,CAR,L,71,139.45,6,7,4,3,13,65,23,26.09,39,35,34,24,0,3,17,4,1,3,0,0,12,3,7,9,0,7,13,35
2019,Rickard Rakell,ANA,"C, L",69,168.2833333,6,7,4,3,13,59.09,44,13.64,66,54,37,10,1,4,0,0,0,0,0,0,8,1,7,10,1,3,1,75
2019,Patric Hornqvist,PIT,R,69,189.0833333,6,6,1,5,12,33.33,48,12.5,66,58,61,41,0,8,2,1,1,0,0,0,3,2,11,9,0,0,1,0
2019,Matt Dumba,MIN,D,32,86.96666667,6,6,3,3,12,75,32,18.75,55,39,17,2,1,3,5,1,0,1,0,2,3,1,5,2,0,0,0,-
2019,Jake Guentzel,PIT,"C, L",82,176.15,6,5,1,4,11,50,28,21.43,50,43,42,27,1,3,2,1,1,0,0,0,6,2,3,13,1,3,7,30
2019,Justin Faulk,CAR,D,82,241.35,6,4,2,2,10,32.26,61,9.84,122,83,31,4,0,8,9,3,2,1,0,0,7,6,6,3,1,0,0,-
2019,Timo Meier,S.J,R,78,141.5,6,4,2,2,10,58.82,39,15.38,56,48,48,33,0,6,10,5,5,0,0,2,4,2,1,6,0,5,7,41.67
2019,John Klingberg,DAL,D,64,190.7166667,5,15,4,11,20,71.43,42,11.9,81,55,27,5,2,4,6,3,3,0,0,2,12,4,0,6,4,0,0,-
2019,Rasmus Dahlin,BUF,D,82,233.4666667,5,15,7,8,20,71.43,40,12.5,65,51,28,4,2,7,2,1,1,0,0,1,7,2,4,5,2,0,0,-
2019,Oliver Ekman-Larsson,ARI,D,81,290.7833333,5,14,9,5,19,73.08,49,10.2,106,69,30,1,0,8,14,7,7,0,0,0,11,3,5,9,1,0,0,-
2019,Jonathan Marchessault,VGK,C,82,220.2,5,11,4,7,16,64,59,8.47,109,86,51,17,0,10,8,4,4,0,0,0,7,2,8,10,0,12,19,38.71
2019,Jeff Carter,L.A,C,76,187.6833333,5,8,2,6,13,59.09,45,11.11,72,60,48,28,1,8,6,3,3,0,0,3,6,0,4,3,1,80,55,59.26
2019,Travis Zajac,N.J,C,80,213.2333333,5,7,2,5,12,54.55,27,18.52,47,38,45,21,0,5,0,0,0,0,0,0,5,2,4,7,1,114,81,58.46
2019,Evander Kane,S.J,L,75,144.7,5,6,1,5,11,55,37,13.51,59,49,44,25,0,4,12,6,6,0,0,4,4,1,4,5,0,15,25,37.5
2019,Ryan Dzingel,"CBJ, OTT","C, L",78,138.3,5,6,4,2,11,73.33,20,25,30,22,18,11,0,2,7,2,1,1,0,1,8,1,3,4,0,7,7,50
2019,Aaron Ekblad,FLA,D,82,138.8,5,5,2,3,10,58.82,37,13.51,57,43,15,3,1,7,5,1,0,1,0,1,8,0,3,4,0,0,0,-
2019,Yanni Gourde,T.B,C,80,113.5166667,5,4,2,2,9,47.37,15,33.33,21,18,17,8,0,3,23,7,4,3,0,1,5,2,0,8,0,12,12,50
2019,Wayne Simmonds,"NSH, PHI",R,79,217.6833333,5,3,2,1,8,50,44,11.36,72,63,70,57,0,10,18,6,4,2,0,2,8,2,5,7,0,1,1,50
2019,Nick Schmaltz,"ARI, CHI",C,40,122.8833333,5,3,1,2,8,47.06,17,29.41,30,22,19,6,0,4,4,2,2,0,0,2,3,0,1,2,0,13,22,37.14
2019,Colin White,OTT,C,71,150.4833333,5,3,1,2,8,42.11,29,17.24,46,42,43,23,0,4,10,5,5,0,0,0,3,1,1,7,1,47,36,56.63
2019,Colin Wilson,COL,C,65,134.8333333,5,2,2,0,7,41.18,26,19.23,35,30,29,18,0,0,0,0,0,0,0,2,2,0,5,5,0,0,4,0
2019,Jaccob Slavin,CAR,D,82,149.35,5,2,0,2,7,53.85,24,20.83,43,29,11,4,0,6,0,0,0,0,0,1,3,4,1,1,2,0,0,-
2019,Jack Roslovic,WPG,C,77,47.95,5,2,2,0,7,87.5,11,45.45,15,13,12,6,0,3,0,0,0,0,0,0,0,2,1,0,1,2,2,50
2019,Shea Weber,MTL,D,58,147.4833333,5,1,0,1,6,46.15,34,14.71,65,55,6,0,0,1,0,0,0,0,0,0,4,4,6,1,6,0,0,-
2019,Brandon Saad,CHI,L,80,117.9833333,5,1,0,1,6,66.67,16,31.25,22,21,18,11,0,5,0,0,0,0,0,1,3,0,4,5,1,1,0,100
2019,J.T. Miller,T.B,C,75,191.7,4,16,9,7,20,52.63,22,18.18,34,32,29,18,1,2,6,3,3,0,0,2,11,1,3,10,0,86,72,54.43
2019,Jakub Voracek,PHI,R,78,253.6833333,4,14,9,5,18,62.07,58,6.9,108,82,37,12,0,13,4,2,2,0,0,2,10,5,2,6,0,0,0,-
2019,Erik Gustafsson,CHI,D,79,239.6333333,4,14,10,4,18,56.25,33,12.12,89,51,21,1,0,4,0,0,0,0,0,1,7,5,2,1,2,0,0,-
2019,Alexander Edler,VAN,D,56,176.7166667,4,13,11,2,17,70.83,35,11.43,66,50,11,1,0,5,6,3,3,0,0,0,9,2,4,5,4,0,0,-
2019,Alexander Kerfoot,COL,C,78,161.9833333,4,12,2,10,16,76.19,14,28.57,32,25,22,15,0,3,6,3,3,0,0,0,8,0,1,11,0,15,11,57.69
2019,Reilly Smith,VGK,R,74,180.7166667,4,10,7,3,14,60.87,33,12.12,50,42,39,24,0,3,0,0,0,0,0,0,13,5,3,9,1,0,0,-
2019,Shayne Gostisbehere,PHI,D,78,271.25,4,10,6,4,14,51.85,65,6.15,149,86,27,2,0,11,4,2,2,0,0,0,6,4,5,3,3,0,0,-
2019,Nazem Kadri,TOR,C,73,189.05,4,9,4,5,13,46.43,42,9.52,80,69,74,41,0,14,2,1,1,0,0,1,7,1,3,3,0,7,7,50
2019,Brayden Schenn,STL,C,72,173.3666667,4,8,7,1,12,57.14,27,14.81,44,37,33,12,1,0,4,2,2,0,0,1,6,2,4,7,0,22,17,56.41
2019,Thomas Vanek,DET,L,64,164.7166667,4,7,4,3,11,52.38,29,13.79,44,37,35,21,0,3,6,3,3,0,0,1,13,3,1,2,0,1,1,50
2019,Jared Spurgeon,MIN,D,82,199.9166667,4,7,2,5,11,44,26,15.38,56,37,22,5,0,6,0,0,0,0,0,0,5,1,3,4,1,0,0,-
2019,Max Domi,MTL,"C, L",82,210.9666667,4,7,2,5,11,68.75,34,11.76,67,43,25,8,1,5,15,6,5,1,0,2,6,4,1,7,0,75,75,50
2019,Patrick Marleau,TOR,C,82,144.9833333,4,6,4,2,10,58.82,27,14.81,43,36,40,24,0,2,4,2,2,0,0,0,2,2,4,3,1,21,25,45.65
2019,Brady Tkachuk,OTT,L,71,158.8333333,4,6,4,2,10,58.82,43,9.3,55,51,43,28,1,8,9,3,2,1,0,2,8,1,2,9,0,15,27,35.71
2019,Ilya Kovalchuk,L.A,L,64,178.1833333,4,5,3,2,9,50,43,9.3,82,58,30,5,1,5,0,0,0,0,0,0,7,1,0,1,2,4,1,80
2019,Shea Theodore,VGK,D,79,190.1,4,5,3,2,9,50,44,9.09,83,61,21,2,0,14,0,0,0,0,0,0,4,11,0,3,3,0,0,-
