Year,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
2015,Anton Volchenkov,NSH,D,36,2/25/82,Moscow,,RUS,RUS,73,220,2000,OTT,1,21,21
2015,Anze Kopitar,L.A,C,31,8/24/87,Jesenice,,SVN,SVN,75,225,2005,L.A,1,11,11
2015,Artem Anisimov,CBJ,C,30,5/24/88,Yaroslavl,,RUS,RUS,76,198,2006,NYR,2,24,54
2015,B.J. Crombeen,ARI,R,33,7/10/85,Denver,CO,USA,USA,74,209,2003,DAL,2,24,54
2015,Barclay Goodrow,S.J,R,25,2/26/93,Toronto,ON,CAN,CAN,74,215,-,-,-,-,-
2015,Barret Jackman,STL,D,37,3/5/81,Trail,BC,CAN,CAN,72,203,1999,STL,1,17,17
2015,Beau Bennett,PIT,R,27,11/27/91,Gardena,CA,USA,USA,74,195,2010,PIT,1,20,20
2015,Ben Chiarot,WPG,D,27,5/9/91,Hamilton,ON,CAN,CAN,75,219,2009,ATL,4,29,120
2015,Ben Lovejoy,"ANA, PIT",D,34,2/20/84,Concord,NH,USA,USA,73,205,-,-,-,-,-
2015,Ben Smith,"CHI, S.J",R,30,7/11/88,Winston-Salem,NC,USA,USA,71,203,2008,CHI,6,18,169
2015,Ben Street,COL,C,31,2/13/87,Coquitlam,BC,CAN,CAN,71,190,-,-,-,-,-
2015,Benoit Pouliot,EDM,L,32,9/29/86,Alfred,ON,CAN,CAN,75,200,2005,MIN,1,4,4
2015,Blair Jones,PHI,C,32,9/27/86,Central Butte,SK,CAN,CAN,74,216,2005,T.B,4,11,102
2015,Blake Comeau,PIT,L,32,2/18/86,Meadow Lake,SK,CAN,CAN,73,200,2004,NYI,2,17,47
2015,Blake Wheeler,WPG,R,32,8/31/86,Plymouth,MN,USA,USA,77,225,2004,PHX,1,5,5
2015,Bo Horvat,VAN,C,23,4/5/95,London,ON,CAN,CAN,72,215,2013,VAN,1,9,9
2015,Bobby Farnham,PIT,R,30,1/21/89,North Andover,MA,USA,USA,70,190,-,-,-,-,-
2015,Bobby Robins,BOS,R,37,10/17/81,Rhinelander,WI,USA,USA,73,220,-,-,-,-,-
2015,Bobby Ryan,OTT,R,31,3/17/87,Cherry Hill,NJ,USA,USA,74,209,2005,ANA,1,2,2
2015,Bogdan Yakimov,EDM,C,24,10/4/94,Nizhnekamsk,,RUS,RUS,77,188,2013,EDM,3,22,83
2015,Boone Jenner,CBJ,C,25,6/15/93,Dorchester,ON,CAN,CAN,74,206,2011,CBJ,2,7,37
2015,Borna Rendulic,COL,R,26,3/25/92,Zagreb,,HRV,HRV,74,200,-,-,-,-,-
2015,Boyd Gordon,EDM,C,35,10/19/83,Unity,SK,CAN,CAN,72,200,2002,WSH,1,17,17
2015,Brad Boyes,FLA,R,36,4/17/82,Mississauga,ON,CAN,CAN,72,199,2000,TOR,1,24,24
2015,Brad Hunt,EDM,D,30,8/24/88,Maple Ridge,BC,CAN,CAN,69,187,-,-,-,-,-
2015,Brad Malone,CAR,C,29,5/20/89,Miramichi,NB,CAN,CAN,73,217,2007,COL,4,14,105
2015,Brad Marchand,BOS,L,30,5/11/88,Halifax,NS,CAN,CAN,69,181,2006,BOS,3,8,71
2015,Brad Richards,CHI,C,38,5/2/80,Murray Hbr.,PE,CAN,CAN,72,199,1998,T.B,3,6,64
2015,Brad Richardson,VAN,"C, R",34,2/4/85,Belleville,ON,CAN,CAN,72,190,2003,COL,5,27,163
2015,Brad Stuart,COL,D,39,11/6/79,Rocky Mountain House,AB,CAN,CAN,74,215,1998,S.J,1,3,3
2015,Brandon Bollig,CGY,L,32,1/31/87,St. Charles,MO,USA,USA,74,220,-,-,-,-,-
2015,Brandon Davidson,EDM,D,27,8/21/91,Taber,AB,CAN,CAN,74,208,2010,EDM,6,12,162
2015,Brandon DeFazio,VAN,L,30,9/13/88,Etobicoke,ON,CAN,CAN,74,199,-,-,-,-,-
2015,Brandon Dubinsky,CBJ,C,32,4/29/86,Anchorage,AK,USA,USA,74,205,2004,NYR,2,30,60
2015,Brandon Gormley,ARI,D,26,2/18/92,Murray River,PE,CAN,CAN,74,188,2010,PHX,1,13,13
2015,Brandon Kozun,TOR,R,28,3/8/90,Los Angeles,CA,USA,USA,68,167,2009,L.A,6,28,179
2015,Brandon Manning,PHI,D,28,6/4/90,Prince George,BC,CAN,CAN,73,205,-,-,-,-,-
2015,Brandon McMillan,"ARI, VAN",L,28,3/22/90,Richmond,BC,CAN,CAN,71,190,2008,ANA,3,24,85
2015,Brandon Pirri,FLA,R,27,4/10/91,Toronto,ON,CAN,CAN,72,186,2009,CHI,2,29,59
2015,Brandon Prust,MTL,L,34,3/16/84,London,ON,CAN,CAN,72,195,2004,CGY,3,5,70
2015,Brandon Saad,CHI,L,26,10/27/92,Pittsburgh,PA,USA,USA,73,206,2011,CHI,2,13,43
2015,Brandon Sutter,PIT,C,29,2/14/89,Huntington,NY,USA,CAN,75,190,2007,CAR,1,11,11
2015,Brayden McNabb,L.A,D,28,1/21/91,Davidson,SK,CAN,CAN,76,212,2009,BUF,3,5,66
2015,Brayden Schenn,PHI,C,27,8/22/91,Saskatoon,SK,CAN,CAN,73,200,2009,L.A,1,5,5
2015,Braydon Coburn,"PHI, T.B",D,33,2/27/85,Shaunavon,SK,CAN,CAN,77,223,2003,ATL,1,8,8
2015,Brendan Gallagher,MTL,R,26,5/6/92,Edmonton,AB,CAN,CAN,69,184,2010,MTL,5,27,147
2015,Brendan Ranford,DAL,L,26,5/3/92,Edmonton,AB,CAN,CAN,70,188,2010,PHI,7,29,209
2015,Brendan Shinnimin,ARI,C,28,1/7/91,Winnipeg,MB,CAN,CAN,70,185,-,-,-,-,-
2015,Brendan Smith,DET,D,29,2/8/89,Mimico,ON,CAN,CAN,74,195,2007,DET,1,27,27
2015,Brendan Woods,CAR,L,26,6/11/92,Humboldt,SK,CAN,CAN,76,210,2012,CAR,5,8,129
2015,Brenden Dillon,"DAL, S.J",D,28,11/13/90,New Westminster,BC,CAN,CAN,76,225,-,-,-,-,-
2015,Brenden Morrow,T.B,L,40,1/16/79,Carlyle,SK,CAN,CAN,71,212,1997,DAL,1,25,25
2015,Brent Burns,S.J,D,33,3/9/85,Barrie,ON,CAN,CAN,77,230,2003,MIN,1,20,20
2015,Brent Seabrook,CHI,D,33,4/20/85,Richmond,BC,CAN,CAN,75,220,2003,CHI,1,14,14
2015,Brett Bellemore,CAR,D,30,6/25/88,Windsor,ON,CAN,CAN,76,225,2007,CAR,6,11,162
2015,Brett Connolly,"BOS, T.B",R,26,5/2/92,Campbell River,BC,CAN,CAN,75,195,2010,T.B,1,6,6
2015,Brett Kulak,CGY,D,25,1/6/94,Edmonton,AB,CAN,CAN,74,187,2012,CGY,4,14,105
2015,Brett Ritchie,DAL,R,25,7/1/93,Orangeville,ON,CAN,CAN,75,220,2011,DAL,2,14,44
2015,Brett Sutter,MIN,L,31,6/2/87,Viking,AB,CAN,CAN,72,200,2005,CGY,6,17,179
2015,Brian Boyle,T.B,C,34,12/18/84,Hingham,MA,USA,USA,78,245,2003,L.A,1,26,26
2015,Brian Campbell,FLA,D,39,5/23/79,Strathroy,ON,CAN,CAN,70,192,1997,BUF,6,22,156
2015,Brian Dumoulin,PIT,D,27,9/6/91,Biddeford,ME,USA,USA,76,207,2009,CAR,2,21,51
2015,Brian Ferlin,BOS,R,26,6/3/92,Jacksonville,FL,USA,USA,74,213,2011,BOS,4,30,121
2015,Brian Flynn,"BUF, MTL",C,30,7/26/88,Lynnfield,MA,USA,USA,73,183,-,-,-,-,-
2015,Brian Gibbons,CBJ,C,30,2/26/88,Braintree,MA,USA,USA,68,175,-,-,-,-,-
2015,Brian Gionta,BUF,R,40,1/18/79,Rochester,NY,USA,USA,67,178,1998,N.J,3,24,82
2015,Brian Lashoff,DET,D,28,7/16/90,Albany,NY,USA,USA,75,219,-,-,-,-,-
2015,Brian McGrattan,CGY,R,37,9/2/81,Hamilton,ON,CAN,CAN,76,235,1999,L.A,4,8,104
2015,Brian Strait,NYI,D,31,1/4/88,Waltham,MA,USA,USA,73,188,2006,PIT,3,2,65
2015,Brock Nelson,NYI,C,27,10/15/91,Warroad,MN,USA,USA,75,212,2010,NYI,1,30,30
2015,Brody Sutter,CAR,C,27,9/26/91,Viking,AB,CAN,CAN,77,203,2011,CAR,7,12,193
2015,Brooks Laich,WSH,C,35,6/23/83,Wawota,SK,CAN,CAN,74,200,2001,OTT,6,28,193
2015,Brooks Orpik,WSH,D,38,9/26/80,San Francisco,CA,USA,USA,75,217,2000,PIT,1,18,18
2015,Bryan Allen,"ANA, MTL",D,38,8/21/80,Kingston,ON,CAN,CAN,77,223,1998,VAN,1,4,4
2015,Bryan Bickell,CHI,L,32,3/9/86,Bowmanville,ON,CAN,CAN,76,223,2004,CHI,2,11,41
2015,Bryan Lerg,S.J,C,33,1/20/86,Livonia,MI,USA,USA,70,175,-,-,-,-,-
2015,Bryan Little,WPG,C,31,11/12/87,Edmonton,AB,CAN,CAN,72,191,2006,ATL,1,12,12
2015,Bryan Rust,PIT,R,26,5/11/92,Pontiac,MI,USA,USA,71,192,2010,PIT,3,20,80
2015,Bryce Salvador,N.J,D,42,2/11/76,Brandon,MB,CAN,CAN,75,215,1994,T.B,6,8,138
2015,Cal Clutterbuck,NYI,R,31,11/18/87,Welland,ON,CAN,CAN,71,216,2006,MIN,3,9,72
2015,Calle Jarnkrok,NSH,C,27,9/25/91,Gävle,,SWE,SWE,71,186,2010,DET,2,21,51
2015,Calvin de Haan,NYI,D,27,5/9/91,Carp,ON,CAN,CAN,73,195,2009,NYI,1,12,12
2015,Cam Atkinson,CBJ,R,29,6/5/89,Riverside,CT,USA,USA,68,179,2008,CBJ,6,6,157
2015,Cam Fowler,ANA,D,27,12/5/91,Windsor,ON,CAN,USA,73,206,2010,ANA,1,12,12
2015,Cameron Schilling,WSH,D,30,10/7/88,Carmel,IN,USA,USA,74,182,-,-,-,-,-
2015,Carl Gunnarsson,STL,D,32,11/9/86,Orebro,,SWE,SWE,74,198,2007,TOR,7,13,194
2015,Carl Hagelin,NYR,L,30,8/23/88,Sodertalje,,SWE,SWE,71,186,2007,NYR,6,17,168
2015,Carl Klingberg,WPG,L,28,1/28/91,Gothenburg,,SWE,SWE,75,188,2009,ATL,2,4,34
2015,Carl Soderberg,BOS,C,33,10/12/85,Malmö,,SWE,SWE,75,210,2004,STL,2,19,49
2015,Carlo Colaiacovo,PHI,D,36,1/27/83,Toronto,ON,CAN,CAN,73,202,2001,TOR,1,17,17
2015,Carter Ashton,TOR,R,27,4/1/91,Winnipeg,MB,CAN,CAN,75,215,2009,T.B,1,29,29
2015,Casey Bailey,TOR,R,27,10/27/91,Anchorage,AK,USA,USA,75,195,-,-,-,-,-
2015,Casey Cizikas,NYI,C,27,2/27/91,Toronto,ON,CAN,CAN,71,195,2009,NYI,4,1,92
2015,Cedric Paquette,T.B,C,25,8/13/93,Gaspe,QC,CAN,CAN,73,198,2012,T.B,4,10,101
2015,Chad Ruhwedel,BUF,D,28,5/7/90,San Diego,CA,USA,USA,71,191,-,-,-,-,-
2015,Charlie Coyle,MIN,C,26,3/2/92,E. Weymouth,MA,USA,USA,75,220,2010,S.J,1,28,28
2015,Chris Brown,WSH,R,28,2/3/91,Flower Mound,TX,USA,USA,74,188,2009,PHX,2,6,36
2015,Chris Butler,STL,D,32,10/27/86,St. Louis,MO,USA,USA,73,196,2005,BUF,4,5,96
2015,Chris Conner,WSH,R,35,12/23/83,Westland,MI,USA,USA,67,181,-,-,-,-,-
2015,Chris Higgins,VAN,L,35,6/2/83,Smithtown,NY,USA,USA,72,205,2002,MTL,1,14,14
2015,Chris Kelly,BOS,C,38,11/11/80,Toronto,ON,CAN,CAN,72,190,1999,OTT,3,28,94
2015,Chris Kreider,NYR,L,27,4/30/91,Boxford,MA,USA,USA,75,216,2009,NYR,1,19,19
2015,Chris Kunitz,PIT,L,39,9/26/79,Regina,SK,CAN,CAN,72,188,-,-,-,-,-
2015,Chris Mueller,NYR,C,32,3/6/86,West Seneca,NY,USA,USA,71,196,-,-,-,-,-
2015,Chris Neil,OTT,R,39,6/18/79,Flesherton,ON,CAN,CAN,73,209,1998,OTT,6,16,161
2015,Chris Phillips,OTT,D,40,3/9/78,Calgary,AB,CAN,CAN,75,219,1996,OTT,1,1,1
2015,Chris Porter,STL,L,34,5/29/84,Toronto,ON,CAN,CAN,73,206,2003,CHI,9,21,282
2015,Chris Stewart,"BUF, MIN",R,31,10/30/87,Toronto,ON,CAN,CAN,74,242,2006,COL,1,18,18
2015,Chris Summers,"ARI, NYR",D,30,2/5/88,Ann Arbor,MI,USA,USA,74,207,2006,PHX,1,29,29
2015,Chris Terry,CAR,L,29,4/7/89,Brampton,ON,CAN,CAN,70,191,2007,CAR,5,11,132
2015,Chris Thorburn,WPG,R,35,6/3/83,Sault Ste. Marie,ON,CAN,CAN,75,235,2001,BUF,2,20,50
2015,Chris Tierney,S.J,C,24,7/1/94,Keswick,ON,CAN,CAN,73,195,2012,S.J,2,25,55
2015,Chris VandeVelde,PHI,C,31,3/15/87,Moorhead,MN,USA,USA,74,190,2005,EDM,4,6,97
2015,Chris Wagner,ANA,C,27,5/27/91,Walpole,MA,USA,USA,72,198,2010,ANA,5,2,122
2015,Christian Ehrhoff,PIT,D,36,7/6/82,Moers,,DEU,DEU,74,201,2001,S.J,4,10,106
2015,Christian Folin,MIN,D,27,2/9/91,Gothenburg,,SWE,SWE,75,204,-,-,-,-,-
2015,Christian Thomas,MTL,L,26,5/26/92,Toronto,ON,CAN,CAN,69,175,2010,NYR,2,10,40
2015,Christopher Tanev,VAN,D,29,12/20/89,Toronto,ON,CAN,CAN,74,197,-,-,-,-,-
2015,Clarke MacArthur,OTT,L,33,4/6/85,Lloydminster,AB,CAN,CAN,72,192,2003,BUF,3,6,74
2015,Claude Giroux,PHI,C,31,1/12/88,Hearst,ON,CAN,CAN,71,185,2006,PHI,1,22,22
2015,Clayton Stoner,ANA,D,33,2/19/85,Port McNeill,BC,CAN,CAN,76,216,2004,MIN,3,14,79
2015,Cody Ceci,OTT,D,25,12/21/93,Ottawa,ON,CAN,CAN,74,209,2012,OTT,1,15,15
2015,Cody Eakin,DAL,C,27,5/24/91,Winnipeg,MB,CAN,CAN,72,190,2009,WSH,3,24,85
2015,Cody Franson,"NSH, TOR",D,31,8/8/87,Sicamous,BC,CAN,CAN,77,224,2005,NSH,3,18,79
2015,Cody Goloubef,CBJ,D,29,11/30/89,Mississauga,ON,CAN,CAN,73,200,2008,CBJ,2,7,37
2015,Cody Hodgson,BUF,C,28,2/18/90,Toronto,ON,CAN,CAN,72,191,2008,VAN,1,10,10
2015,Cody McCormick,BUF,C,35,4/18/83,London,ON,CAN,CAN,74,222,2001,COL,5,13,144
2015,Cody McLeod,COL,L,34,6/26/84,Binscarth,MB,CAN,CAN,74,204,-,-,-,-,-
2015,Colby Robak,"ANA, FLA",D,28,4/24/90,Dauphin,MB,CAN,CAN,75,194,2008,FLA,2,16,46
2015,Colin Fraser,STL,C,34,1/28/85,Sicamous,BC,CAN,CAN,73,190,2003,PHI,3,1,69
2015,Colin Greening,OTT,C,32,3/9/86,St. John's,NL,CAN,CAN,74,210,2005,OTT,7,10,204
2015,Colin McDonald,NYI,R,34,9/30/84,Wethersfield,CT,USA,USA,74,219,2003,EDM,2,21,51
2015,Colin Smith,COL,C,25,6/20/93,Edmonton,AB,CAN,CAN,70,185,2012,COL,7,11,192
2015,Colin Wilson,NSH,"C, L",29,10/20/89,Greenwich,CT,USA,USA,73,221,2008,NSH,1,7,7
2015,Colton Orr,TOR,R,36,3/3/82,Winnipeg,MB,CAN,CAN,75,222,-,-,-,-,-
2015,Colton Sceviour,DAL,C,29,4/20/89,Red Deer,AB,CAN,CAN,72,192,2007,DAL,4,21,112
2015,Connor Murphy,ARI,D,25,3/26/93,Dublin,OH,USA,USA,76,212,2011,PHX,1,20,20
2015,Conor Allen,NYR,D,29,1/31/90,Chicago,IL,USA,USA,73,188,-,-,-,-,-
2015,Corban Knight,CGY,C,28,9/10/90,Oliver,BC,CAN,CAN,74,195,2009,FLA,5,14,135
2015,Corey Perry,ANA,R,33,5/16/85,Peterborough,ON,CAN,CAN,75,206,2003,ANA,1,28,28
2015,Corey Potter,CGY,D,35,1/5/84,Lansing,MI,USA,USA,75,204,2003,NYR,4,21,122
2015,Corey Tropp,CBJ,R,29,7/25/89,Grosse Pointe Woods,MI,USA,USA,72,192,2007,BUF,3,28,89
2015,Cory Conacher,NYI,C,29,12/14/89,Burlington,ON,CAN,CAN,68,180,-,-,-,-,-
2015,Craig Adams,PIT,R,41,4/26/77,Seria,,BRN,CAN,72,200,1996,HFD,9,8,223
2015,Craig Cunningham,"ARI, BOS",L,28,9/13/90,Trail,BC,CAN,CAN,70,184,2010,BOS,4,7,97
2015,Craig Smith,NSH,R,29,9/5/89,Madison,WI,USA,USA,73,208,2009,NSH,4,7,98
2015,Curtis Glencross,"CGY, WSH",L,36,12/28/82,Kindersley,SK,CAN,CAN,73,197,-,-,-,-,-
2015,Curtis Hamilton,EDM,L,27,12/4/91,Tacoma,WA,USA,USA,74,212,2010,EDM,2,18,48
2015,Curtis Lazar,OTT,C,24,2/2/95,Salmon Arm,BC,CAN,CAN,72,205,2013,OTT,1,17,17
2015,Curtis McKenzie,DAL,L,27,2/22/91,Golden,BC,CAN,CAN,74,205,2009,DAL,6,8,159
2015,Dainius Zubrus,N.J,C,40,6/16/78,Elektrenai,,LTU,LTU,77,225,1996,PHI,1,15,15
2015,Dale Weise,MTL,R,30,8/5/88,Winnipeg,MB,CAN,CAN,74,206,2008,NYR,4,20,111
2015,Dalton Prout,CBJ,D,28,3/13/90,Kingsville,ON,CAN,CAN,75,215,2010,CBJ,6,4,154
2015,Damien Brunner,N.J,R,32,3/9/86,Zürich,,CHE,CHE,71,185,-,-,-,-,-
2015,Damon Severson,N.J,D,24,8/7/94,Melville,SK,CAN,CAN,74,205,2012,N.J,2,30,60
2015,Dan Boyle,NYR,D,42,7/12/76,Ottawa,ON,CAN,CAN,71,194,-,-,-,-,-
2015,Dan Girardi,NYR,D,34,4/29/84,Welland,ON,CAN,CAN,73,212,-,-,-,-,-
2015,Dan Hamhuis,VAN,D,36,12/13/82,Smithers,BC,CAN,CAN,73,204,2001,NSH,1,12,12
2015,Dana Tyrell,CBJ,C,29,4/23/89,Airdrie,AB,CAN,CAN,70,192,2007,T.B,2,17,47
2015,Daniel Briere,COL,C,41,10/6/77,Gatineau,QC,CAN,CAN,69,174,1996,PHX,1,24,24
2015,Daniel Carcillo,CHI,L,34,1/28/85,King City,ON,CAN,CAN,72,200,2003,PIT,3,5,73
2015,Daniel Cleary,DET,R,40,12/18/78,Carbonear,NL,CAN,CAN,73,205,1997,CHI,1,13,13
2015,Daniel Paille,BOS,L,34,4/15/84,Welland,ON,CAN,CAN,73,188,2002,BUF,1,20,20
2015,Daniel Sedin,VAN,L,38,9/26/80,Ornskoldsvik,,SWE,SWE,73,190,1999,VAN,1,2,2
2015,Daniel Winnik,"PIT, TOR",L,33,3/6/85,Toronto,ON,CAN,CAN,74,210,2004,PHX,9,7,265
2015,Daniil Tarasov,S.J,R,27,6/20/91,Moscow,,RUS,RUS,72,188,-,-,-,-,-
2015,Danny Biega,CAR,D,27,9/29/91,Montreal,QC,CAN,CAN,72,205,2010,CAR,3,7,67
2015,Danny DeKeyser,DET,D,28,3/7/90,Detroit,MI,USA,USA,75,192,-,-,-,-,-
2015,Dany Heatley,ANA,L,38,1/21/81,Freiburg,,DEU,CAN,75,212,2000,ATL,1,2,2
2015,Darnell Nurse,EDM,D,24,2/4/95,Hamilton,ON,CAN,CAN,76,221,2013,EDM,1,7,7
2015,Darren Helm,DET,C,32,1/21/87,St. Andrews,MB,CAN,CAN,72,196,2005,DET,5,7,132
2015,Dave Bolland,FLA,C,32,6/5/86,Mimico,ON,CAN,CAN,72,188,2004,CHI,2,2,32
2015,David Backes,STL,R,34,5/1/84,Minneapolis,MN,USA,USA,75,215,2003,STL,2,32,62
2015,David Booth,TOR,L,34,11/24/84,Detroit,MI,USA,USA,72,212,2004,FLA,2,23,53
2015,David Clarkson,"CBJ, TOR",R,34,3/31/84,Toronto,ON,CAN,CAN,72,207,-,-,-,-,-
2015,David Desharnais,MTL,C,32,9/14/86,Laurier-Station,QC,CAN,CAN,67,180,-,-,-,-,-
