Year,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
2016,Alexander Steen,STL,L,34,3/1/84,Winnipeg,MB,CAN,SWE,72,211,2002,TOR,1,24,24
2016,Alexander Wennberg,CBJ,C,24,9/22/94,Stockholm,,SWE,SWE,74,196,2013,CBJ,1,14,14
2016,Alexandre Burrows,VAN,L,37,4/11/81,Pincourt,QC,CAN,CAN,73,197,-,-,-,-,-
2016,Alexandre Grenier,VAN,R,27,9/5/91,Laval,QC,CAN,CAN,77,200,2011,VAN,3,29,90
2016,Alexei Emelin,MTL,D,32,4/25/86,Togliatti,,RUS,RUS,74,218,2004,MTL,3,19,84
2016,Alexey Marchenko,DET,D,27,1/2/92,Moscow,,RUS,RUS,75,210,2011,DET,7,24,205
2016,Anders Lee,NYI,L,28,7/3/90,Edina,MN,USA,USA,75,231,2009,NYI,6,1,152
2016,Andre Benoit,STL,D,35,1/6/84,St. Albert,ON,CAN,CAN,71,190,-,-,-,-,-
2016,Andre Burakovsky,WSH,L,23,2/9/95,Klagenfurt,,AUT,SWE,75,201,2013,WSH,1,23,23
2016,Andreas Athanasiou,DET,C,24,8/6/94,London,ON,CAN,CAN,74,188,2012,DET,4,19,110
2016,Andreas Martinsen,COL,L,28,6/13/90,Bærum,,NOR,NOR,75,229,-,-,-,-,-
2016,Andrei Markov,MTL,D,40,12/20/78,Voskresensk,,RUS,RUS,72,200,1998,MTL,6,17,162
2016,Andrej Nestrasil,CAR,C,27,2/22/91,Prague,,CZE,CZE,75,200,2009,DET,3,14,75
2016,Andrej Sekera,EDM,D,32,6/8/86,Bojnice,,SVK,SVK,72,200,2004,BUF,3,6,71
2016,Andrej Sustr,T.B,D,28,11/29/90,Plzen,,CZE,CZE,79,217,-,-,-,-,-
2016,Andrew Agozzino,COL,L,28,1/3/91,Kleinburg,ON,CAN,CAN,70,187,-,-,-,-,-
2016,Andrew Bodnarchuk,"CBJ, COL",D,30,7/11/88,Drumheller,AB,CAN,CAN,71,195,2006,BOS,5,5,128
2016,Andrew Campbell,TOR,D,31,2/4/88,Caledonia,ON,CAN,CAN,76,205,2008,L.A,3,13,74
2016,Andrew Cogliano,ANA,L,31,6/14/87,Toronto,ON,CAN,CAN,70,177,2005,EDM,1,25,25
2016,Andrew Copp,WPG,C,24,7/8/94,Ann Arbor,MI,USA,USA,73,206,2013,WPG,4,13,104
2016,Andrew Desjardins,CHI,L,32,7/27/86,Lively,ON,CAN,CAN,73,195,-,-,-,-,-
2016,Andrew Ference,EDM,D,39,3/17/79,Edmonton,AB,CAN,CAN,71,182,1997,PIT,8,18,208
2016,Andrew Ladd,"CHI, WPG",L,33,12/12/85,Maple Ridge,BC,CAN,CAN,75,192,2004,CAR,1,4,4
2016,Andrew MacDonald,PHI,D,32,9/7/86,Judique,NS,CAN,CAN,73,204,2006,NYI,6,7,160
2016,Andrew Miller,EDM,C,30,9/18/88,Bloomfield Hills,MI,USA,USA,70,181,-,-,-,-,-
2016,Andrew Shaw,CHI,C,27,7/20/91,Belleville,ON,CAN,CAN,71,182,2011,CHI,5,18,139
2016,Andrey Pedan,VAN,D,25,7/3/93,Kaunas,,LTU,LTU,77,213,2011,NYI,3,2,63
2016,Andy Andreoff,L.A,L,27,5/17/91,Pickering,ON,CAN,CAN,73,188,2011,L.A,3,19,80
2016,Andy Greene,N.J,D,36,10/30/82,Trenton,MI,USA,USA,71,190,-,-,-,-,-
2016,Anthony Bitetto,NSH,D,28,7/15/90,Island Park,NY,USA,USA,73,210,2010,NSH,6,18,168
2016,Anthony Duclair,ARI,L,23,8/26/95,Pointe-Claire,QC,CAN,CAN,71,191,2013,NYR,3,19,80
2016,Anthony Mantha,DET,R,24,9/16/94,Longueuil,QC,CAN,CAN,77,225,2013,DET,1,20,20
2016,Anthony Peluso,WPG,R,29,4/18/89,North York,ON,CAN,CAN,75,225,2007,STL,6,9,160
2016,Antoine Roussel,DAL,L,29,11/21/89,Roubaix,,FRA,FRA,71,199,-,-,-,-,-
2016,Antoine Vermette,ARI,C,36,7/20/82,St. Agapit,QC,CAN,CAN,73,197,2000,OTT,2,25,55
2016,Anton Lander,EDM,C,27,4/24/91,Sundsvall,,SWE,SWE,72,184,2009,EDM,2,10,40
2016,Anton Slepyshev,EDM,L,24,5/13/94,Penza,,RUS,RUS,74,221,2013,EDM,3,27,88
2016,Anton Stralman,T.B,D,32,8/1/86,Tibro,,SWE,SWE,71,190,2005,TOR,7,22,216
2016,Anze Kopitar,L.A,C,31,8/24/87,Jesenice,,SVN,SVN,75,225,2005,L.A,1,11,11
2016,Artem Anisimov,CHI,C,30,5/24/88,Yaroslavl,,RUS,RUS,76,198,2006,NYR,2,24,54
2016,Artemi Panarin,CHI,L,27,10/30/91,Korkino,,RUS,RUS,71,168,-,-,-,-,-
2016,Austin Watson,NSH,L,27,1/13/92,Ann Arbor,MI,USA,USA,76,204,2010,NSH,1,18,18
2016,Barclay Goodrow,S.J,R,25,2/26/93,Toronto,ON,CAN,CAN,74,215,-,-,-,-,-
2016,Barret Jackman,NSH,D,37,3/5/81,Trail,BC,CAN,CAN,72,203,1999,STL,1,17,17
2016,Beau Bennett,PIT,R,27,11/27/91,Gardena,CA,USA,USA,74,195,2010,PIT,1,20,20
2016,Ben Chiarot,WPG,D,27,5/9/91,Hamilton,ON,CAN,CAN,75,219,2009,ATL,4,29,120
2016,Ben Harpur,OTT,D,24,1/12/95,Hamilton,ON,CAN,CAN,78,222,2013,OTT,4,17,108
2016,Ben Hutton,VAN,D,25,4/20/93,Brockville,ON,CAN,CAN,74,206,2012,VAN,5,26,147
2016,Ben Lovejoy,PIT,D,34,2/20/84,Concord,NH,USA,USA,73,205,-,-,-,-,-
2016,Ben Smith,"S.J, TOR",R,30,7/11/88,Winston-Salem,NC,USA,USA,71,203,2008,CHI,6,18,169
2016,Ben Street,COL,C,31,2/13/87,Coquitlam,BC,CAN,CAN,71,190,-,-,-,-,-
2016,Benoit Pouliot,EDM,L,32,9/29/86,Alfred,ON,CAN,CAN,75,200,2005,MIN,1,4,4
2016,Blake Comeau,COL,L,32,2/18/86,Meadow Lake,SK,CAN,CAN,73,200,2004,NYI,2,17,47
2016,Blake Pietila,N.J,L,25,2/20/93,Milford,MI,USA,USA,71,200,2011,N.J,5,8,129
2016,Blake Wheeler,WPG,R,32,8/31/86,Plymouth,MN,USA,USA,77,225,2004,PHX,1,5,5
2016,Bo Horvat,VAN,C,23,4/5/95,London,ON,CAN,CAN,72,215,2013,VAN,1,9,9
2016,Bobby Farnham,"N.J, PIT",R,30,1/21/89,North Andover,MA,USA,USA,70,190,-,-,-,-,-
2016,Bobby Ryan,OTT,R,31,3/17/87,Cherry Hill,NJ,USA,USA,74,209,2005,ANA,1,2,2
2016,Boone Jenner,CBJ,C,25,6/15/93,Dorchester,ON,CAN,CAN,74,206,2011,CBJ,2,7,37
2016,Borna Rendulic,COL,R,26,3/25/92,Zagreb,,HRV,HRV,74,200,-,-,-,-,-
2016,Boyd Gordon,ARI,C,35,10/19/83,Unity,SK,CAN,CAN,72,200,2002,WSH,1,17,17
2016,Bracken Kearns,NYI,C,37,5/12/81,North Vancouver,BC,CAN,CAN,72,188,-,-,-,-,-
2016,Brad Boyes,TOR,R,36,4/17/82,Mississauga,ON,CAN,CAN,72,199,2000,TOR,1,24,24
2016,Brad Hunt,EDM,D,30,8/24/88,Maple Ridge,BC,CAN,CAN,69,187,-,-,-,-,-
2016,Brad Malone,CAR,C,29,5/20/89,Miramichi,NB,CAN,CAN,73,217,2007,COL,4,14,105
2016,Brad Marchand,BOS,L,30,5/11/88,Halifax,NS,CAN,CAN,69,181,2006,BOS,3,8,71
2016,Brad Richards,DET,C,38,5/2/80,Murray Hbr.,PE,CAN,CAN,72,199,1998,T.B,3,6,64
2016,Brad Richardson,ARI,"C, R",34,2/4/85,Belleville,ON,CAN,CAN,72,190,2003,COL,5,27,163
2016,Brad Stuart,COL,D,39,11/6/79,Rocky Mountain House,AB,CAN,CAN,74,215,1998,S.J,1,3,3
2016,Brady Skjei,NYR,D,24,3/26/94,Lakeville,MN,USA,USA,75,214,2012,NYR,1,28,28
2016,Brandon Bollig,CGY,L,32,1/31/87,St. Charles,MO,USA,USA,74,220,-,-,-,-,-
2016,Brandon Davidson,EDM,D,27,8/21/91,Taber,AB,CAN,CAN,74,208,2010,EDM,6,12,162
2016,Brandon Dubinsky,CBJ,C,32,4/29/86,Anchorage,AK,USA,USA,74,205,2004,NYR,2,30,60
2016,Brandon Gormley,COL,D,26,2/18/92,Murray River,PE,CAN,CAN,74,188,2010,PHX,1,13,13
2016,Brandon Manning,PHI,D,28,6/4/90,Prince George,BC,CAN,CAN,73,205,-,-,-,-,-
2016,Brandon Mashinter,CHI,L,30,9/20/88,Bradford,ON,CAN,CAN,76,212,-,-,-,-,-
2016,Brandon Pirri,"ANA, FLA",R,27,4/10/91,Toronto,ON,CAN,CAN,72,186,2009,CHI,2,29,59
2016,Brandon Prust,VAN,L,34,3/16/84,London,ON,CAN,CAN,72,195,2004,CGY,3,5,70
2016,Brandon Saad,CBJ,L,26,10/27/92,Pittsburgh,PA,USA,USA,73,206,2011,CHI,2,13,43
2016,Brandon Sutter,VAN,C,29,2/14/89,Huntington,NY,USA,CAN,75,190,2007,CAR,1,11,11
2016,Brandon Tanev,WPG,L,27,12/31/91,Toronto,ON,CAN,CAN,72,180,-,-,-,-,-
2016,Brayden McNabb,L.A,D,28,1/21/91,Davidson,SK,CAN,CAN,76,212,2009,BUF,3,5,66
2016,Brayden Schenn,PHI,C,27,8/22/91,Saskatoon,SK,CAN,CAN,73,200,2009,L.A,1,5,5
2016,Braydon Coburn,T.B,D,33,2/27/85,Shaunavon,SK,CAN,CAN,77,223,2003,ATL,1,8,8
2016,Brendan Gallagher,MTL,R,26,5/6/92,Edmonton,AB,CAN,CAN,69,184,2010,MTL,5,27,147
2016,Brendan Gaunce,VAN,C,24,3/25/94,Sudbury,ON,CAN,CAN,74,217,2012,VAN,1,26,26
2016,Brendan Leipsic,TOR,L,24,5/19/94,Winnipeg,MB,CAN,CAN,70,170,2012,NSH,3,28,89
2016,Brendan Smith,DET,D,29,2/8/89,Mimico,ON,CAN,CAN,74,195,2007,DET,1,27,27
2016,Brendan Woods,CAR,L,26,6/11/92,Humboldt,SK,CAN,CAN,76,210,2012,CAR,5,8,129
2016,Brenden Dillon,S.J,D,28,11/13/90,New Westminster,BC,CAN,CAN,76,225,-,-,-,-,-
2016,Brent Burns,S.J,D,33,3/9/85,Barrie,ON,CAN,CAN,77,230,2003,MIN,1,20,20
2016,Brent Regner,FLA,D,29,5/17/89,Westlock,AB,CAN,CAN,71,189,2008,CBJ,5,16,137
2016,Brent Seabrook,CHI,D,33,4/20/85,Richmond,BC,CAN,CAN,75,220,2003,CHI,1,14,14
2016,Brett Bulmer,MIN,R,26,4/26/92,Prince George,BC,CAN,CAN,76,212,2010,MIN,2,9,39
2016,Brett Connolly,BOS,R,26,5/2/92,Campbell River,BC,CAN,CAN,75,195,2010,T.B,1,6,6
2016,Brett Kulak,CGY,D,25,1/6/94,Edmonton,AB,CAN,CAN,74,187,2012,CGY,4,14,105
2016,Brett Lernout,MTL,D,23,9/24/95,Winnipeg,MB,CAN,CAN,76,214,2014,MTL,3,13,73
2016,Brett Pesce,CAR,D,24,11/15/94,Tarrytown,NY,USA,USA,75,206,2013,CAR,3,5,66
2016,Brett Ritchie,DAL,R,25,7/1/93,Orangeville,ON,CAN,CAN,75,220,2011,DAL,2,14,44
2016,Brian Boyle,T.B,C,34,12/18/84,Hingham,MA,USA,USA,78,245,2003,L.A,1,26,26
2016,Brian Campbell,FLA,D,39,5/23/79,Strathroy,ON,CAN,CAN,70,192,1997,BUF,6,22,156
2016,Brian Dumoulin,PIT,D,27,9/6/91,Biddeford,ME,USA,USA,76,207,2009,CAR,2,21,51
2016,Brian Flynn,MTL,C,30,7/26/88,Lynnfield,MA,USA,USA,73,183,-,-,-,-,-
2016,Brian Gionta,BUF,R,40,1/18/79,Rochester,NY,USA,USA,67,178,1998,N.J,3,24,82
2016,Brian O'Neill,N.J,R,30,6/1/88,Yardley,PA,USA,USA,69,175,-,-,-,-,-
2016,Brian Strait,NYI,D,31,1/4/88,Waltham,MA,USA,USA,73,188,2006,PIT,3,2,65
2016,Brock McGinn,CAR,L,25,2/2/94,Fergus,ON,CAN,CAN,72,187,2012,CAR,2,17,47
2016,Brock Nelson,NYI,C,27,10/15/91,Warroad,MN,USA,USA,75,212,2010,NYI,1,30,30
2016,Brody Sutter,CAR,C,27,9/26/91,Viking,AB,CAN,CAN,77,203,2011,CAR,7,12,193
2016,Brooks Laich,"TOR, WSH",C,35,6/23/83,Wawota,SK,CAN,CAN,74,200,2001,OTT,6,28,193
2016,Brooks Orpik,WSH,D,38,9/26/80,San Francisco,CA,USA,USA,75,217,2000,PIT,1,18,18
2016,Bryan Bickell,CHI,L,32,3/9/86,Bowmanville,ON,CAN,CAN,76,223,2004,CHI,2,11,41
2016,Bryan Lerg,S.J,C,33,1/20/86,Livonia,MI,USA,USA,70,175,-,-,-,-,-
2016,Bryan Little,WPG,C,31,11/12/87,Edmonton,AB,CAN,CAN,72,191,2006,ATL,1,12,12
2016,Bryan Rust,PIT,R,26,5/11/92,Pontiac,MI,USA,USA,71,192,2010,PIT,3,20,80
2016,Bud Holloway,MTL,C,30,3/1/88,Wapella,SK,CAN,CAN,72,194,2006,L.A,3,23,86
2016,Buddy Robinson,OTT,R,27,9/30/91,Bellmawr,NJ,USA,USA,78,232,-,-,-,-,-
2016,Byron Froese,TOR,C,27,3/12/91,Winkler,MB,CAN,CAN,73,202,2009,CHI,4,28,119
2016,Cal Clutterbuck,NYI,R,31,11/18/87,Welland,ON,CAN,CAN,71,216,2006,MIN,3,9,72
2016,Cal O'Reilly,BUF,C,32,9/30/86,Toronto,ON,CAN,CAN,72,188,2005,NSH,5,25,150
2016,Calle Jarnkrok,NSH,C,27,9/25/91,Gävle,,SWE,SWE,71,186,2010,DET,2,21,51
2016,Calvin de Haan,NYI,D,27,5/9/91,Carp,ON,CAN,CAN,73,195,2009,NYI,1,12,12
2016,Cam Atkinson,CBJ,R,29,6/5/89,Riverside,CT,USA,USA,68,179,2008,CBJ,6,6,157
2016,Cam Fowler,ANA,D,27,12/5/91,Windsor,ON,CAN,USA,73,206,2010,ANA,1,12,12
2016,Carl Gunnarsson,STL,D,32,11/9/86,Orebro,,SWE,SWE,74,198,2007,TOR,7,13,194
2016,Carl Hagelin,"ANA, PIT",L,30,8/23/88,Sodertalje,,SWE,SWE,71,186,2007,NYR,6,17,168
2016,Carl Soderberg,COL,C,33,10/12/85,Malmö,,SWE,SWE,75,210,2004,STL,2,19,49
2016,Carlo Colaiacovo,BUF,D,36,1/27/83,Toronto,ON,CAN,CAN,73,202,2001,TOR,1,17,17
2016,Casey Cizikas,NYI,C,27,2/27/91,Toronto,ON,CAN,CAN,71,195,2009,NYI,4,1,92
2016,Casey Nelson,BUF,D,26,7/18/92,Wisconsin Rapids,WI,USA,USA,73,185,-,-,-,-,-
2016,Cedric Paquette,T.B,C,25,8/13/93,Gaspe,QC,CAN,CAN,73,198,2012,T.B,4,10,101
2016,Chad Ruhwedel,BUF,D,28,5/7/90,San Diego,CA,USA,USA,71,191,-,-,-,-,-
2016,Chandler Stephenson,WSH,C,24,4/22/94,Saskatoon,SK,CAN,CAN,72,203,2012,WSH,3,16,77
2016,Charles Hudon,MTL,L,24,6/23/94,Alma,QC,CAN,CAN,70,196,2012,MTL,5,1,122
2016,Charlie Coyle,MIN,C,26,3/2/92,E. Weymouth,MA,USA,USA,75,220,2010,S.J,1,28,28
2016,Chase De Leo,WPG,C,23,10/25/95,La Mirada,CA,USA,USA,69,179,2014,WPG,4,9,99
2016,Chris Bigras,COL,D,23,2/22/95,Orillia,ON,CAN,CAN,73,191,2013,COL,2,2,32
2016,Chris Brown,WSH,R,28,2/3/91,Flower Mound,TX,USA,USA,74,188,2009,PHX,2,6,36
2016,Chris Butler,STL,D,32,10/27/86,St. Louis,MO,USA,USA,73,196,2005,BUF,4,5,96
2016,Chris Higgins,VAN,L,35,6/2/83,Smithtown,NY,USA,USA,72,205,2002,MTL,1,14,14
2016,Chris Kelly,BOS,C,38,11/11/80,Toronto,ON,CAN,CAN,72,190,1999,OTT,3,28,94
2016,Chris Kreider,NYR,L,27,4/30/91,Boxford,MA,USA,USA,75,216,2009,NYR,1,19,19
2016,Chris Kunitz,PIT,L,39,9/26/79,Regina,SK,CAN,CAN,72,188,-,-,-,-,-
2016,Chris Neil,OTT,R,39,6/18/79,Flesherton,ON,CAN,CAN,73,209,1998,OTT,6,16,161
2016,Chris Porter,MIN,L,34,5/29/84,Toronto,ON,CAN,CAN,73,206,2003,CHI,9,21,282
2016,Chris Stewart,ANA,R,31,10/30/87,Toronto,ON,CAN,CAN,74,242,2006,COL,1,18,18
2016,Chris Summers,NYR,D,30,2/5/88,Ann Arbor,MI,USA,USA,74,207,2006,PHX,1,29,29
2016,Chris Terry,CAR,L,29,4/7/89,Brampton,ON,CAN,CAN,70,191,2007,CAR,5,11,132
2016,Chris Thorburn,WPG,R,35,6/3/83,Sault Ste. Marie,ON,CAN,CAN,75,235,2001,BUF,2,20,50
2016,Chris Tierney,S.J,C,24,7/1/94,Keswick,ON,CAN,CAN,73,195,2012,S.J,2,25,55
2016,Chris VandeVelde,PHI,C,31,3/15/87,Moorhead,MN,USA,USA,74,190,2005,EDM,4,6,97
2016,Chris Wagner,"ANA, COL",C,27,5/27/91,Walpole,MA,USA,USA,72,198,2010,ANA,5,2,122
2016,Chris Wideman,OTT,D,29,1/7/90,St. Louis,MO,USA,USA,70,183,2009,OTT,4,9,100
2016,Christian Ehrhoff,"CHI, L.A",D,36,7/6/82,Moers,,DEU,DEU,74,201,2001,S.J,4,10,106
2016,Christian Folin,MIN,D,27,2/9/91,Gothenburg,,SWE,SWE,75,204,-,-,-,-,-
2016,Christian Thomas,"ARI, MTL",L,26,5/26/92,Toronto,ON,CAN,CAN,69,175,2010,NYR,2,10,40
2016,Christoph Bertschy,MIN,C,24,4/5/94,Fribourg,,CHE,CHE,70,185,2012,MIN,6,7,158
2016,Christopher Tanev,VAN,D,29,12/20/89,Toronto,ON,CAN,CAN,74,197,-,-,-,-,-
2016,Clarke MacArthur,OTT,L,33,4/6/85,Lloydminster,AB,CAN,CAN,72,192,2003,BUF,3,6,74
2016,Claude Giroux,PHI,C,31,1/12/88,Hearst,ON,CAN,CAN,71,185,2006,PHI,1,22,22
2016,Clayton Stoner,ANA,D,33,2/19/85,Port McNeill,BC,CAN,CAN,76,216,2004,MIN,3,14,79
2016,Cody Bass,NSH,C,32,1/7/87,Owen sound,ON,CAN,CAN,72,205,2005,OTT,4,4,95
2016,Cody Ceci,OTT,D,25,12/21/93,Ottawa,ON,CAN,CAN,74,209,2012,OTT,1,15,15
2016,Cody Eakin,DAL,C,27,5/24/91,Winnipeg,MB,CAN,CAN,72,190,2009,WSH,3,24,85
2016,Cody Franson,BUF,D,31,8/8/87,Sicamous,BC,CAN,CAN,77,224,2005,NSH,3,18,79
2016,Cody Goloubef,CBJ,D,29,11/30/89,Mississauga,ON,CAN,CAN,73,200,2008,CBJ,2,7,37
2016,Cody Hodgson,NSH,C,28,2/18/90,Toronto,ON,CAN,CAN,72,191,2008,VAN,1,10,10
2016,Cody McLeod,COL,L,34,6/26/84,Binscarth,MB,CAN,CAN,74,204,-,-,-,-,-
2016,Cole Schneider,BUF,L,28,8/26/90,Williamsville,NY,USA,USA,73,199,-,-,-,-,-
2016,Colin Greening,"OTT, TOR",C,32,3/9/86,St. John's,NL,CAN,CAN,74,210,2005,OTT,7,10,204
2016,Colin McDonald,PHI,R,34,9/30/84,Wethersfield,CT,USA,USA,74,219,2003,EDM,2,21,51
2016,Colin Miller,BOS,D,26,10/29/92,Sault Ste. Marie,ON,CAN,CAN,73,196,2012,L.A,5,30,151
2016,Colin Wilson,NSH,"C, L",29,10/20/89,Greenwich,CT,USA,USA,73,221,2008,NSH,1,7,7
2016,Colton Parayko,STL,D,25,5/12/93,St. Albert,AB,CAN,CAN,78,230,2012,STL,3,25,86
2016,Colton Sceviour,DAL,C,29,4/20/89,Red Deer,AB,CAN,CAN,72,192,2007,DAL,4,21,112
2016,Colton Sissons,NSH,C,25,11/5/93,North Vancouver,BC,CAN,CAN,73,200,2012,NSH,2,20,50
2016,Connor Brickley,FLA,C,26,2/25/92,Everett,MA,USA,USA,72,203,2010,FLA,2,20,50
2016,Connor Brown,TOR,R,25,1/14/94,Toronto,ON,CAN,CAN,72,183,2012,TOR,6,5,156
2016,Connor Carrick,"TOR, WSH",D,24,4/13/94,Orland Park,IL,USA,USA,70,192,2012,WSH,5,16,137
2016,Connor McDavid,EDM,C,22,1/13/97,Richmond Hill,ON,CAN,CAN,73,193,2015,EDM,1,1,1
2016,Connor Murphy,ARI,D,25,3/26/93,Dublin,OH,USA,USA,76,212,2011,PHX,1,20,20
2016,Conor Sheary,PIT,L,26,6/8/92,Winchester,MA,USA,USA,68,176,-,-,-,-,-
2016,Corban Knight,FLA,C,28,9/10/90,Oliver,BC,CAN,CAN,74,195,2009,FLA,5,14,135
2016,Corey Perry,ANA,R,33,5/16/85,Peterborough,ON,CAN,CAN,75,206,2003,ANA,1,28,28
2016,Corey Potter,NSH,D,35,1/5/84,Lansing,MI,USA,USA,75,204,2003,NYR,4,21,122
2016,Craig Cunningham,ARI,L,28,9/13/90,Trail,BC,CAN,CAN,70,184,2010,BOS,4,7,97
2016,Craig Smith,NSH,R,29,9/5/89,Madison,WI,USA,USA,73,208,2009,NSH,4,7,98
2016,Curtis Lazar,OTT,C,24,2/2/95,Salmon Arm,BC,CAN,CAN,72,205,2013,OTT,1,17,17
2016,Curtis McKenzie,DAL,L,27,2/22/91,Golden,BC,CAN,CAN,74,205,2009,DAL,6,8,159
2016,Dainius Zubrus,S.J,C,40,6/16/78,Elektrenai,,LTU,LTU,77,225,1996,PHI,1,15,15
2016,Dale Weise,"CHI, MTL",R,30,8/5/88,Winnipeg,MB,CAN,CAN,74,206,2008,NYR,4,20,111
2016,Dalton Prout,CBJ,D,28,3/13/90,Kingsville,ON,CAN,CAN,75,215,2010,CBJ,6,4,154
2016,Damon Severson,N.J,D,24,8/7/94,Melville,SK,CAN,CAN,74,205,2012,N.J,2,30,60
2016,Dan Boyle,NYR,D,42,7/12/76,Ottawa,ON,CAN,CAN,71,194,-,-,-,-,-
2016,Dan Girardi,NYR,D,34,4/29/84,Welland,ON,CAN,CAN,73,212,-,-,-,-,-
2016,Dan Hamhuis,VAN,D,36,12/13/82,Smithers,BC,CAN,CAN,73,204,2001,NSH,1,12,12
2016,Daniel Carr,MTL,L,27,11/1/91,Sherwood Park,AB,CAN,CAN,72,193,-,-,-,-,-
2016,Daniel Catenacci,BUF,C,25,3/9/93,Richmond Hill,ON,CAN,CAN,70,193,2011,BUF,3,16,77
2016,Daniel Paille,NYR,L,34,4/15/84,Welland,ON,CAN,CAN,73,188,2002,BUF,1,20,20
2016,Daniel Sedin,VAN,L,38,9/26/80,Ornskoldsvik,,SWE,SWE,73,190,1999,VAN,1,2,2
2016,Daniel Sprong,PIT,R,21,3/17/97,Amsterdam,,NLD,NLD,72,180,2015,PIT,2,16,46
2016,Daniel Winnik,"TOR, WSH",L,33,3/6/85,Toronto,ON,CAN,CAN,74,210,2004,PHX,9,7,265
2016,Danny DeKeyser,DET,D,28,3/7/90,Detroit,MI,USA,USA,75,192,-,-,-,-,-
2016,Darnell Nurse,EDM,D,24,2/4/95,Hamilton,ON,CAN,CAN,76,221,2013,EDM,1,7,7
2016,Darren Dietz,MTL,D,25,7/17/93,Medicine Hat,AB,CAN,CAN,73,201,2011,MTL,5,17,138
2016,Darren Helm,DET,C,32,1/21/87,St. Andrews,MB,CAN,CAN,72,196,2005,DET,5,7,132
2016,Dave Bolland,FLA,C,32,6/5/86,Mimico,ON,CAN,CAN,72,188,2004,CHI,2,2,32
