Year,Player,Team,Position,GP,TOI,TOI_GP,CF_60,CA_60,CFPer,FF_60,FA_60,FFPer,SF_60,SA_60,SFPer,GF_60,GA_60,GFPer,SCF_60,SCA_60,SCFPer,HDCF_60,HDCA_60,HDCFPer,HDGF_60,HDGA_60,HDGFPer,MDCF_60,MDCA_60,MDCFPer,MDGF_60,MDGA_60,MDGFPer,LDCF_60,LDCA_60,LDCFPer,LDGF_60,LDGA_60,LDGFPer,On-Ice SHPer,On-Ice SVPer,PDO,Off. Zone Faceoffs_60,Neu. Zone Faceoffs_60,Def. Zone Faceoffs_60,OnTFStarts_60,OffZoneStartPer,OffZoneFaceoffs_60,NeuZoneFaceoffs_60,DefZoneFaceoffs_60,Off. Zone Faceoff Per
2019,Gabriel Carlsson,CBJ,D,1,8.366666667,8.366666667,43.03,50.2,46.15,28.69,35.86,44.44,21.51,21.51,50,0,7.17,0,14.34,21.51,40,7.17,7.17,50,0,7.17,0,9.56,19.12,33.33,0,0,-,41.43,41.43,50,0,0,-,0,66.67,0.667,14.34,14.34,35.86,50.2,28.57,28.69,35.86,35.86,44.44
2019,Curtis Lazar,CGY,C,1,4.8,4.8,62.5,50,55.56,50,37.5,57.14,50,12.5,80,0,12.5,0,25,37.5,40,0,12.5,0,0,12.5,0,33.33,33.33,50,0,0,-,54.17,18.06,75,0,0,-,0,0,0,37.5,12.5,12.5,50,75,50,12.5,12.5,80
2019,Danny O'Regan,BUF,C,1,11.05,11.05,48.87,48.87,50,43.44,27.15,61.54,27.15,21.72,55.56,0,0,-,27.15,16.29,62.5,10.86,10.86,50,0,0,-,21.72,7.24,75,0,0,-,23.53,31.37,42.86,0,0,-,0,100,1,0,21.72,0,54.3,-,5.43,21.72,0,100
2019,Josh Jacobs,N.J,D,1,14.9,14.9,32.21,48.32,40,28.19,40.27,41.18,24.16,20.13,54.55,0,4.03,0,8.05,24.16,25,4.03,8.05,33.33,0,4.03,0,5.37,21.48,20,0,0,-,29.08,34.9,45.45,0,0,-,0,80,0.8,4.03,8.05,0,64.43,100,16.11,8.05,12.08,57.14
2019,Blake Lizotte,L.A,C,1,11.2,11.2,85.71,48.21,64,64.29,37.5,63.16,42.86,26.79,61.54,0,5.36,0,58.93,32.14,64.71,10.71,10.71,50,0,0,-,64.29,28.57,69.23,0,7.14,0,30.95,23.21,57.14,0,0,-,0,80,0.8,10.71,10.71,10.71,42.86,50,21.43,10.71,32.14,40
2019,Mark Friedman,PHI,D,1,12.55,12.55,52.59,47.81,52.38,33.47,19.12,63.64,14.34,19.12,42.86,0,4.78,0,19.12,14.34,57.14,4.78,0,100,0,0,-,19.12,19.12,50,0,6.37,0,48.34,20.72,70,0,0,-,0,75,0.75,14.34,14.34,4.78,57.37,75,33.47,14.34,4.78,87.5
2019,Dennis Gilbert,CHI,D,1,12.76666667,12.76666667,47,47,50,37.6,32.9,53.33,28.2,23.5,54.55,0,0,-,28.2,28.2,50,9.4,9.4,50,0,0,-,25.07,25.07,50,0,0,-,20.37,27.15,42.86,0,0,-,0,100,1,0,9.4,9.4,61.1,0,4.7,14.1,9.4,33.33
2019,Trevor Carrick,CAR,D,1,11.48333333,11.48333333,57.47,36.57,61.11,41.8,20.9,66.67,20.9,15.67,57.14,0,5.22,0,20.9,15.67,57.14,0,10.45,0,0,5.22,0,27.87,6.97,80,0,0,-,52.83,15.09,77.78,0,0,-,0,66.67,0.667,15.67,10.45,0,41.8,100,20.9,10.45,10.45,66.67
2019,Anton Blidh,BOS,L,1,12.33333333,12.33333333,34.05,34.05,50,24.32,19.46,55.56,19.46,19.46,50,0,0,-,9.73,14.59,40,0,4.86,0,0,0,-,12.97,12.97,50,0,0,-,35.14,28.11,55.56,0,0,-,0,100,1,4.86,24.32,4.86,48.65,50,9.73,29.19,9.73,50
2019,Cory Conacher,T.B,C,1,7.616666667,7.616666667,47.26,31.51,60,39.39,15.75,71.43,23.63,7.88,75,0,0,-,23.63,0,100,15.75,0,100,0,0,-,10.5,0,100,0,0,-,34.14,45.51,42.86,0,0,-,0,100,1,7.88,7.88,15.75,55.14,33.33,7.88,23.63,15.75,33.33
2019,Dakota Mermis,ARI,D,1,11.33333333,11.33333333,37.06,26.47,58.33,26.47,21.18,55.56,26.47,10.59,71.43,5.29,0,100,21.18,5.29,80,21.18,5.29,80,5.29,0,100,0,0,-,0,0,-,15.29,15.29,50,0,0,-,20,100,1.2,0,5.29,0,84.71,-,5.29,5.29,10.59,33.33
2019,Riley Stillman,FLA,D,1,11.36666667,11.36666667,79.18,26.39,75,47.51,26.39,64.29,36.95,15.84,70,5.28,5.28,50,31.67,21.11,60,15.84,5.28,75,5.28,0,100,21.11,21.11,50,0,7.04,0,61,7.62,88.89,0,0,-,14.29,66.67,0.81,5.28,5.28,0,89.74,100,5.28,10.56,10.56,33.33
2019,Justin Kloos,ANA,C,1,7.066666667,7.066666667,50.94,16.98,75,33.96,8.49,80,33.96,0,100,0,0,-,25.47,8.49,75,16.98,0,100,0,0,-,11.32,11.32,50,0,0,-,24.53,12.26,66.67,0,0,-,0,-,0,0,0,0,84.91,-,16.98,0,8.49,66.67
2019,Jake Bean,CAR,D,2,16.6,8.3,32.53,101.2,24.32,25.3,75.9,25,18.07,61.45,22.73,0,0,-,21.69,57.83,27.27,10.84,32.53,25,0,0,-,14.46,33.73,30,0,0,-,5.22,46.99,10,0,0,-,0,100,1,7.23,7.23,14.46,61.45,33.33,18.07,10.84,39.76,31.25
2019,Dominic Toninato,COL,C,2,12.93333333,6.466666667,51.03,92.78,35.48,41.75,64.95,39.13,37.11,46.39,44.44,4.64,4.64,50,32.47,41.75,43.75,18.56,13.92,57.14,4.64,4.64,50,18.56,37.11,33.33,0,0,-,26.8,60.31,30.77,0,0,-,12.5,90,1.025,0,9.28,0,83.51,-,4.64,13.92,4.64,50
2019,Matt Donovan,NSH,D,2,14.53333333,7.266666667,57.8,74.31,43.75,41.28,53.67,43.48,33.03,20.64,61.54,4.13,4.13,50,24.77,37.16,40,4.13,12.39,25,4.13,0,100,27.52,33.03,45.45,0,5.5,0,35.78,35.78,50,0,0,-,12.5,80,0.925,12.39,8.26,0,66.06,100,20.64,8.26,0,100
2019,Logan Brown,OTT,C,2,15.9,7.95,60.38,71.7,45.71,45.28,45.28,50,41.51,37.74,52.38,0,3.77,0,33.96,30.19,52.94,11.32,11.32,50,0,0,-,30.19,25.16,54.55,0,0,-,38.16,54.51,41.18,0,0,-,0,90,0.9,11.32,7.55,7.55,49.06,60,15.09,11.32,11.32,57.14
2019,Kerby Rychel,CGY,L,2,17.85,8.925,36.97,70.59,34.38,13.45,50.42,21.05,3.36,33.61,9.09,0,3.36,0,10.08,26.89,27.27,3.36,16.81,16.67,0,3.36,0,8.96,13.45,40,0,0,-,29.13,53.41,35.29,0,0,-,0,90,0.9,13.45,13.45,20.17,36.97,40,16.81,23.53,30.25,35.71
2019,Erik Brannstrom,OTT,D,2,29.05,14.525,45.44,70.22,39.29,28.92,49.57,36.84,20.65,35.11,37.04,0,2.07,0,20.65,39.24,34.48,10.33,10.33,50,0,0,-,13.77,38.55,26.32,0,2.75,0,20.88,38.78,35,0,0,-,0,94.12,0.941,8.26,10.33,12.39,53.7,40,20.65,12.39,16.52,55.56
2019,Mark Letestu,CBJ,C,2,17.95,8.975,36.77,70.19,34.38,26.74,46.8,36.36,20.06,36.77,35.29,0,3.34,0,10.03,33.43,23.08,6.69,16.71,28.57,0,0,-,4.46,22.28,16.67,0,0,-,33.8,38.63,46.67,0,4.83,0,0,90.91,0.909,6.69,10.03,13.37,50.14,33.33,10.03,20.06,23.4,30
2019,Anton Lindholm,COL,D,2,12.68333333,6.341666667,75.69,66.23,53.33,66.23,52.04,56,42.58,33.11,56.25,0,4.73,0,33.11,28.38,53.85,14.19,18.92,42.86,0,0,-,25.23,12.61,66.67,0,6.31,0,61.5,54.66,52.94,0,0,-,0,85.71,0.857,0,4.73,9.46,75.69,0,0,9.46,14.19,0
2019,Louie Belpedio,MIN,D,2,25.31666667,12.65833333,49.77,63.99,43.75,37.92,42.66,47.06,30.81,28.44,52,2.37,2.37,50,26.07,33.18,44,7.11,9.48,42.86,0,0,-,25.28,31.6,44.44,3.16,3.16,50,30.81,41.08,42.86,0,0,-,7.69,91.67,0.994,11.85,9.48,9.48,40.29,55.56,16.59,11.85,11.85,58.33
2019,Alexandre Texier,CBJ,C,2,25.53333333,12.76666667,42.3,63.45,40,39.95,56.4,41.46,30.55,32.9,48.15,7.05,0,100,18.8,23.5,44.44,11.75,9.4,55.56,2.35,0,100,9.4,18.8,33.33,6.27,0,100,30.55,44.13,40.91,0,0,-,23.08,100,1.231,4.7,16.45,9.4,44.65,33.33,4.7,21.15,14.1,25
2019,Matt Bartkowski,MIN,D,2,20.33333333,10.16666667,41.31,61.97,40,26.56,50.16,34.62,23.61,41.31,36.36,5.9,0,100,11.8,17.7,40,2.95,11.8,20,2.95,0,100,11.8,7.87,60,0,0,-,29.84,51.15,36.84,4.26,0,100,25,100,1.25,5.9,5.9,2.95,76.72,66.67,11.8,14.75,5.9,66.67
2019,Nico Sturm,MIN,C,2,23.3,11.65,64.38,56.65,53.19,54.08,43.78,55.26,38.63,28.33,57.69,0,0,-,30.9,28.33,52.17,15.45,15.45,50,0,0,-,20.6,17.17,54.55,0,0,-,44.64,33.48,57.14,0,0,-,0,100,1,5.15,12.88,5.15,59.23,50,18.03,12.88,12.88,58.33
2019,Kole Sherwood,CBJ,R,2,15.93333333,7.966666667,37.66,56.49,40,26.36,41.42,38.89,22.59,37.66,37.5,0,0,-,26.36,18.83,58.33,3.77,7.53,33.33,0,0,-,30.13,15.06,66.67,0,0,-,16.32,48.95,25,0,0,-,0,100,1,11.3,15.06,0,56.49,100,15.06,18.83,7.53,66.67
2019,Kyle Capobianco,ARI,D,2,26.75,13.375,33.64,56.07,37.5,26.92,42.62,38.71,15.7,35.89,30.43,0,2.24,0,15.7,20.19,43.75,2.24,13.46,14.29,0,2.24,0,17.94,8.97,66.67,0,0,-,16.2,38.88,29.41,0,0,-,0,93.75,0.938,11.21,13.46,2.24,47.1,83.33,22.43,20.19,11.21,66.67
2019,Jacob MacDonald,FLA,D,2,22.76666667,11.38333333,71.16,55.34,56.25,65.89,39.53,62.5,39.53,26.35,60,2.64,0,100,18.45,31.63,36.84,5.27,13.18,28.57,0,0,-,17.57,24.6,41.67,3.51,0,100,60.91,34.26,64,0,0,-,6.67,100,1.067,21.08,2.64,5.27,55.34,80,23.72,10.54,13.18,64.29
2019,Jacob Nilsson,CHI,C,2,13.73333333,6.866666667,30.58,52.43,36.84,13.11,39.32,25,4.37,21.84,16.67,0,8.74,0,8.74,17.48,33.33,4.37,4.37,50,0,4.37,0,5.83,17.48,25,0,5.83,0,18.93,37.86,33.33,0,0,-,0,60,0.6,8.74,17.48,0,52.43,100,8.74,21.84,4.37,66.67
2019,Lee Stempniak,BOS,R,2,15.51666667,7.758333333,61.87,50.27,55.17,30.93,38.67,44.44,19.33,34.8,35.71,0,3.87,0,19.33,11.6,62.5,3.87,3.87,50,0,3.87,0,20.62,10.31,66.67,0,0,-,50.27,50.27,50,0,0,-,0,88.89,0.889,15.47,7.73,3.87,54.14,80,15.47,7.73,7.73,66.67
2019,Tyler Lewington,WSH,D,2,26.48333333,13.24166667,58.9,49.84,54.17,38.51,27.19,58.62,29.45,22.66,56.52,6.8,0,100,38.51,24.92,60.71,18.12,11.33,61.54,4.53,0,100,27.19,18.12,60,3.02,0,100,19.63,26.18,42.86,0,0,-,23.08,100,1.231,9.06,15.86,6.8,56.64,57.14,20.39,29.45,9.06,69.23
2019,Adam Cracknell,ANA,R,2,20.5,10.25,43.9,49.76,46.88,26.34,43.9,37.5,17.56,32.2,35.29,0,2.93,0,17.56,32.2,35.29,8.78,20.49,30,0,2.93,0,11.71,15.61,42.86,0,0,-,33.82,16.91,66.67,0,0,-,0,90.91,0.909,8.78,20.49,14.63,52.68,37.5,20.49,35.12,14.63,58.33
2019,Mark Alt,COL,D,2,19,9.5,53.68,47.37,53.13,41.05,31.58,56.52,37.89,25.26,60,0,0,-,25.26,18.95,57.14,9.47,12.63,42.86,0,0,-,21.05,8.42,71.43,0,0,-,36.49,31.93,53.33,0,0,-,0,100,1,0,25.26,0,63.16,-,12.63,31.58,0,100
2019,Cameron Gaunce,T.B,D,2,28.58333333,14.29166667,54.58,46.18,54.17,31.49,37.78,45.45,29.39,20.99,58.33,4.2,0,100,27.29,20.99,56.52,10.5,6.3,62.5,2.1,0,100,22.39,19.59,53.33,0,0,-,30.32,33.35,47.62,3.03,0,100,14.29,100,1.143,0,23.09,4.2,48.28,0,6.3,31.49,10.5,37.5
2019,Brogan Rafferty,VAN,D,2,26.66666667,13.33333333,63,45,58.33,45,29.25,60.61,27,22.5,54.55,0,2.25,0,33.75,22.5,60,13.5,9,60,0,2.25,0,27,18,60,0,0,-,39,26,60,0,0,-,0,90,0.9,4.5,4.5,11.25,58.5,28.57,15.75,4.5,13.5,53.85
2019,Zach Senyshyn,BOS,R,2,21.61666667,10.80833333,61.06,44.41,57.89,49.96,36.08,58.06,19.43,30.53,38.89,0,0,-,36.08,16.65,68.42,16.65,8.33,66.67,0,0,-,25.91,11.1,70,0,0,-,32.07,32.07,50,0,0,-,0,100,1,11.1,16.65,5.55,44.41,66.67,24.98,19.43,27.76,47.37
2019,Urho Vaakanainen,BOS,D,2,17.23333333,8.616666667,55.71,38.3,59.26,38.3,31.33,55,27.85,24.37,53.33,0,3.48,0,17.41,20.89,45.45,10.44,13.93,42.86,0,0,-,9.28,9.28,50,0,4.64,0,45.26,20.12,69.23,0,0,-,0,85.71,0.857,10.44,17.41,3.48,48.74,75,17.41,27.85,10.44,62.5
2019,Jakub Zboril,BOS,D,2,21.15,10.575,51.06,36.88,58.06,39.72,22.7,63.64,25.53,17.02,60,0,0,-,25.53,14.18,64.29,5.67,8.51,40,0,0,-,26.48,7.57,77.78,0,0,-,24.59,20.49,54.55,0,0,-,0,100,1,2.84,11.35,5.67,93.62,33.33,5.67,14.18,11.35,33.33
2019,Tyrell Goulbourne,PHI,L,2,14.81666667,7.408333333,44.54,36.45,55,32.4,24.3,57.14,24.3,20.25,54.55,0,0,-,24.3,12.15,66.67,4.05,8.1,33.33,0,0,-,27,5.4,83.33,0,0,-,23.4,23.4,50,0,0,-,0,100,1,12.15,20.25,20.25,40.49,37.5,16.2,24.3,24.3,40
2019,Colton White,N.J,D,3,41.58333333,13.86111111,40.4,75.03,35,27.41,50.5,35.19,20.2,37.52,35,1.44,4.33,25,21.64,24.53,46.88,15.87,8.66,64.71,0,0,-,7.7,21.16,26.67,1.92,5.77,25,14.59,60.44,19.44,0,0,-,7.14,88.46,0.956,10.1,10.1,10.1,57.72,50,20.2,24.53,23.09,46.67
2019,Ryan Murphy,"MIN, N.J",D,3,30.61666667,10.20555556,43.11,74.47,36.67,31.36,58.79,34.78,17.64,39.19,31.03,1.96,0,100,15.68,39.19,28.57,7.84,15.68,33.33,1.96,0,100,10.45,31.36,25,0,0,-,33.97,45.29,42.86,0,0,-,11.11,100,1.111,5.88,17.64,5.88,47.03,50,19.6,23.52,17.64,52.63
2019,Nathan Walker,WSH,L,3,21.93333333,7.311111111,57.45,62.92,47.73,54.71,43.77,55.56,32.83,35.56,48,2.74,0,100,27.36,21.88,55.56,8.21,8.21,50,2.74,0,100,25.53,18.24,58.33,0,0,-,31.61,51.37,38.1,0,0,-,8.33,100,1.083,5.47,19.15,5.47,46.5,50,10.94,35.56,16.41,40
2019,Stefan Elliott,OTT,D,3,23.9,7.966666667,75.31,62.76,54.55,52.72,45.19,53.85,42.68,27.62,60.71,2.51,2.51,50,27.62,35.15,44,15.06,20.08,42.86,2.51,2.51,50,16.74,20.08,45.45,0,0,-,43.51,25.38,63.16,0,0,-,5.88,90.91,0.968,22.59,15.06,2.51,60.25,90,30.13,20.08,10.04,75
2019,Tomas Plekanec,MTL,C,3,26.88333333,8.961111111,66.96,62.49,51.72,44.64,49.1,47.62,35.71,35.71,50,4.46,4.46,50,37.94,37.94,50,13.39,11.16,54.55,2.23,2.23,50,32.73,35.71,47.83,0,2.98,0,35.46,29.01,55,3.22,0,100,12.5,87.5,1,6.7,24.55,11.16,55.8,37.5,13.39,35.71,17.85,42.86
2019,Jacob Middleton,S.J,D,3,28.6,9.533333333,67.13,48.25,58.18,52.45,35.66,59.52,41.96,27.27,60.61,4.2,6.29,40,41.96,29.37,58.82,10.49,18.88,35.71,0,6.29,0,41.96,13.99,75,5.59,0,100,30.3,18.18,62.5,0,0,-,10,76.92,0.869,10.49,8.39,6.29,56.64,62.5,23.08,14.69,20.98,52.38
2019,Brendan Gaunce,VAN,C,3,22.83333333,7.611111111,52.55,44.67,54.05,31.53,39.42,44.44,26.28,23.65,52.63,10.51,2.63,80,23.65,34.16,40.91,10.51,10.51,50,5.26,0,100,17.52,31.53,35.71,7.01,0,100,34.16,15.18,69.23,0,3.8,0,40,88.89,1.289,13.14,13.14,18.39,52.55,41.67,15.77,15.77,21.02,42.86
2019,Andreas Englund,OTT,D,3,37.26666667,12.42222222,49.91,37.03,57.41,35.42,27.37,56.41,25.76,16.1,61.54,0,4.83,0,19.32,9.66,66.67,4.83,4.83,50,0,1.61,0,19.32,6.44,75,0,2.15,0,32.56,32.56,50,0,2.33,0,0,70,0.7,6.44,12.88,1.61,67.62,80,9.66,16.1,6.44,60
2019,Kevin Roy,ANA,L,3,34.86666667,11.62222222,65.39,34.42,65.52,48.18,22.37,68.29,36.14,13.77,72.41,0,1.72,0,27.53,20.65,57.14,13.77,6.88,66.67,0,0,-,18.36,18.36,50,0,2.29,0,42.26,14.91,73.91,0,0,-,0,87.5,0.875,6.88,13.77,3.44,58.51,66.67,15.49,15.49,13.77,52.94
2019,Brian Lashoff,DET,D,4,49.68333333,12.42083333,49.51,80.91,37.96,37.44,66.42,36.05,33.81,44.68,43.08,2.42,3.62,40,22.95,49.51,31.67,12.08,24.15,33.33,2.42,3.62,40,14.49,33.81,30,0,0,-,34.89,41.87,45.45,0,0,-,7.14,91.89,0.99,6.04,9.66,7.25,66.42,45.45,13.28,16.91,9.66,57.89
2019,Adam Clendening,CBJ,D,4,35.46666667,8.866666667,52.44,71.05,42.47,37.22,57.52,39.29,30.45,42.29,41.86,3.38,1.69,66.67,21.99,35.53,38.24,6.77,18.61,26.67,0,1.69,0,20.3,22.56,47.37,2.26,0,100,31.77,43.98,41.94,2.44,0,100,11.11,96,1.071,15.23,16.92,8.46,49.06,64.29,20.3,21.99,16.92,54.55
2019,Matt Beleskey,NYR,L,4,29.48333333,7.370833333,38.67,67.16,36.54,28.49,54.95,34.15,16.28,32.56,33.33,2.04,0,100,12.21,38.67,24,4.07,12.21,25,2.04,0,100,10.85,35.27,23.53,0,0,-,29.4,32.33,47.62,0,0,-,12.5,100,1.125,4.07,6.11,6.11,69.19,40,6.11,12.21,16.28,27.27
2019,Timothy Gettinger,NYR,L,4,30.08333333,7.520833333,43.88,65.82,40,39.89,49.86,44.44,25.93,31.91,44.83,1.99,1.99,50,15.96,23.93,40,3.99,9.97,28.57,1.99,0,100,15.96,18.61,46.15,0,2.66,0,31.69,54.74,36.67,0,0,-,7.69,93.75,1.014,3.99,7.98,3.99,67.81,50,11.97,15.96,5.98,66.67
2019,Daniel Brickley,L.A,D,4,49.51666667,12.37916667,46.05,65.43,41.3,37.56,46.05,44.93,33.93,33.93,50,2.42,4.85,33.33,21.81,21.81,50,10.91,9.69,52.94,1.21,3.64,25,14.54,16.16,47.37,1.62,1.62,50,29.75,43.76,40.48,0,0,-,7.14,85.71,0.929,8.48,9.69,2.42,65.43,77.78,13.33,15.75,8.48,61.11
2019,Calle Rosen,TOR,D,4,61.63333333,15.40833333,61.33,60.36,50.4,48.67,47.7,50.51,37.97,35.05,52,3.89,4.87,44.44,29.2,34.07,46.15,14.6,13.63,51.72,1.95,1.95,50,19.47,27.26,41.67,1.3,3.89,25,40.78,30.94,56.86,1.41,0,100,10.26,86.11,0.964,9.73,3.89,11.68,62.3,45.45,21.42,13.63,22.39,48.89
2019,Cameron Schilling,WPG,D,4,43.95,10.9875,51.88,60.07,46.34,36.86,42.32,46.55,27.3,35.49,43.48,2.73,2.73,50,24.57,30.03,45,9.56,15.02,38.89,1.37,2.73,33.33,20.02,20.02,50,1.82,0,100,33.52,25.64,56.67,0,0,-,10,92.31,1.023,8.19,17.75,5.46,43.69,60,23.21,20.48,10.92,68
2019,Matt Tennyson,BUF,D,4,40.71666667,10.17916667,60.42,57.47,51.25,50.1,48.63,50.75,38.31,38.31,50,2.95,7.37,28.57,22.1,28,44.12,5.89,11.79,33.33,0,2.95,0,21.61,21.61,50,3.93,3.93,50,48.96,36.19,57.5,0,2.13,0,7.69,80.77,0.885,8.84,13.26,13.26,47.16,40,16.21,19.16,23.58,40.74
