Year,Player,Team,Position,GP,PPTOI,PPGoals,PPTotal_Assists,PPFirst_Assists,PPSecond_Assists,PPTotal_Points,PPShots,PPSHPer,PPiCF,PPiFF,PPiSCF,PPiHDCF,PPRush_Attempts,PPRebounds_Created,PPPIM,PPTotal_Penalties,PPMinor,PPMajor,PPMisconduct,PPPenalties_Drawn,PPGiveaways,PPTakeaways,PPHits,PPHits_Taken,PPShots_Blocked,PPFaceoffs_Won,PPFaceoffs_Lost,PPFaceoffs_Per
2015,Dwight King,L.A,L,81,37.1,0,1,1,0,1,1,0,1,1,1,0,0,0,2,1,1,0,0,0,1,0,0,1,1,0,0,-
2015,TJ Brennan,TOR,D,6,21.61666667,0,1,0,1,1,5,0,9,6,3,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,-
2015,Carl Gunnarsson,STL,D,61,17.83333333,0,1,0,1,1,7,0,8,7,2,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,-
2015,Mikael Backlund,CGY,C,52,87.76666667,0,1,0,1,1,10,0,17,15,16,6,0,3,2,1,1,0,0,2,7,1,1,8,0,33,44,42.86
2015,Carl Hagelin,NYR,L,82,7.233333333,1,0,0,0,1,1,100,2,2,1,1,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,-
2015,Chris Mueller,NYR,C,7,13.15,1,0,0,0,1,4,25,8,7,7,3,0,0,0,0,0,0,0,0,2,0,0,1,0,12,1,92.31
2015,Cody Hodgson,BUF,C,78,104.2666667,0,1,0,1,1,19,0,36,23,23,6,0,2,4,2,2,0,0,0,1,0,1,6,0,32,26,55.17
2015,Slava Voynov,L.A,D,6,16.3,0,1,0,1,1,2,0,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-
2015,Lance Bouma,CGY,"C, L",78,4.483333333,0,1,1,0,1,0,0,0,0,0,0,0,0,10,2,0,2,0,0,0,0,0,0,0,0,1,0
2015,Justin Hodgman,ARI,C,5,3.666666667,1,0,0,0,1,1,100,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,100
2015,Dylan Olsen,FLA,D,44,25.55,0,1,0,1,1,3,0,11,4,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-
2015,Simon Despres,"ANA, PIT",D,75,31.43333333,0,1,0,1,1,4,0,10,6,1,0,0,0,14,4,2,2,0,3,0,0,0,2,1,0,0,-
2015,Magnus Paajarvi,STL,L,10,3.216666667,0,1,0,1,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Zack Kassian,VAN,R,42,27.05,1,0,0,0,1,5,20,9,8,4,2,0,1,12,6,6,0,0,1,1,1,0,1,0,0,1,0
2015,David Rundblad,CHI,D,49,26.65,0,1,1,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-
2015,Marcus Foligno,BUF,L,57,52.06666667,0,1,0,1,1,4,0,9,8,8,7,0,0,12,3,1,2,0,0,1,0,2,4,0,6,3,66.67
2015,Casey Cizikas,NYI,C,70,9.95,0,1,0,1,1,2,0,4,2,4,2,0,0,2,1,1,0,0,0,0,0,0,1,0,12,9,57.14
2015,Erik Haula,MIN,"C, L",72,6.9,1,0,0,0,1,1,100,1,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,3,40
2015,Matt Fraser,"BOS, EDM",R,60,27.26666667,1,0,0,0,1,8,12.5,14,9,9,2,0,0,2,1,1,0,0,0,0,0,2,4,0,1,0,100
2015,Jason Zucker,MIN,L,51,43.56666667,1,0,0,0,1,4,25,5,5,1,1,0,0,2,1,1,0,0,0,3,0,1,3,0,0,0,-
2015,Devante Smith-Pelly,"ANA, MTL",R,74,66.91666667,0,1,0,1,1,6,0,10,9,8,5,1,0,6,3,3,0,0,1,2,0,3,4,0,0,6,0
2015,Brandon Gormley,ARI,D,27,14.7,1,0,0,0,1,2,50,4,2,1,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0,0,-
2015,Jesper Fast,NYR,R,58,2.2,0,1,1,0,1,1,0,1,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-
2015,Micheal Ferland,CGY,L,26,9.083333333,0,1,1,0,1,1,0,3,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-
2015,Brian Gibbons,CBJ,C,25,16.45,0,1,0,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-
2015,Raphael Diaz,CGY,D,56,54.78333333,1,0,0,0,1,12,8.33,31,21,6,0,0,4,2,1,1,0,0,0,1,0,1,1,0,0,0,-
2015,Vincent Trocheck,FLA,C,50,44.98333333,1,0,0,0,1,10,10,16,15,12,7,0,0,4,2,2,0,0,2,0,0,0,6,0,16,13,55.17
2015,Nick Shore,L.A,C,34,10.46666667,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,5,5,50
2015,William Karlsson,"ANA, CBJ",C,21,38.31666667,0,1,1,0,1,6,0,10,9,6,2,0,0,0,0,0,0,0,0,2,0,0,6,0,12,20,37.5
2015,Jonas Brodin,MIN,D,71,69.3,0,1,0,1,1,12,0,19,13,3,0,0,1,0,0,0,0,0,1,2,2,0,2,1,0,0,-
2015,Brad Hunt,EDM,D,11,27.73333333,1,0,0,0,1,6,16.67,16,12,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-
2015,Brian Flynn,"BUF, MTL",C,63,50.05,0,1,1,0,1,5,0,10,6,8,4,0,2,0,0,0,0,0,1,1,0,0,3,1,15,15,50
2015,Luke Glendening,DET,C,82,11.61666667,1,0,0,0,1,4,25,5,5,4,2,0,0,0,0,0,0,0,1,1,0,0,1,1,10,7,58.82
2015,Ryan Murray,CBJ,D,12,9.216666667,1,0,0,0,1,1,100,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Tanner Pearson,L.A,L,42,63.35,1,0,0,0,1,7,14.29,14,13,10,6,0,1,0,0,0,0,0,0,0,1,1,5,0,0,0,-
2015,Scott Laughton,PHI,C,31,10.81666667,0,1,1,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
2015,Teuvo Teravainen,CHI,L,34,26.05,0,1,0,1,1,3,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2015,Andrej Sustr,T.B,D,72,8.233333333,0,1,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,1,0,0,-
2015,Anthony Duclair,NYR,L,18,25.4,0,1,0,1,1,2,0,5,5,5,4,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,-
2015,Christian Folin,MIN,D,40,6.066666667,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-
2015,Melker Karlsson,S.J,C,53,54.5,1,0,0,0,1,1,100,3,2,2,1,0,0,2,1,1,0,0,0,1,0,1,5,1,5,7,41.67
2015,Kimmo Timonen,CHI,D,16,7.383333333,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Bryce Salvador,N.J,D,15,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,-
2015,Eric Boulton,NYI,L,10,0.316666667,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,2,2,0,0,0,0,0,0,0,0,0,-
2015,Stephane Robidas,TOR,D,52,8.166666667,0,0,0,0,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-
2015,Daniel Briere,COL,C,57,73.21666667,0,0,0,0,0,6,0,13,9,10,5,0,1,4,2,2,0,0,0,1,1,1,3,0,3,1,75
2015,Michal Rozsival,CHI,D,65,28.21666667,0,0,0,0,0,4,0,5,4,1,0,0,0,2,1,1,0,0,0,2,0,0,1,0,0,0,-
2015,Craig Adams,PIT,R,70,2.466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,2,1,1,0,0,0,0,0,0,0,0,-
2015,Willie Mitchell,FLA,D,66,8.216666667,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,-
2015,Matt Cooke,MIN,L,29,1.933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,-
2015,Shawn Thornton,FLA,L,46,3.183333333,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,2,4,0,1,0,0,0,0,0,0,0,-
2015,Olli Jokinen,"NSH, STL, TOR",C,62,25.6,0,0,0,0,0,2,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,50
2015,Eric Brewer,"ANA, T.B, TOR",D,44,5.75,0,0,0,0,0,0,0,2,1,1,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,-
2015,Daniel Cleary,DET,R,17,1.433333333,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-
2015,Scott Hannan,S.J,D,58,3.533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,-
2015,Brenden Morrow,T.B,L,70,8.583333333,0,0,0,0,0,0,0,2,2,1,1,0,1,34,7,2,4,1,0,0,0,2,0,1,0,0,-
2015,Jason Chimera,WSH,L,77,14.43333333,0,0,0,0,0,2,0,3,3,2,2,0,0,4,2,2,0,0,0,0,0,2,1,0,0,0,-
2015,Andrew Ference,EDM,D,70,6.383333333,0,0,0,0,0,2,0,2,2,1,0,0,0,7,2,1,1,0,1,0,0,0,0,0,0,0,-
2015,Manny Malhotra,MTL,C,58,2.466666667,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,40
2015,Robyn Regehr,L.A,D,67,8.516666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-
2015,Simon Gagne,BOS,L,23,0.866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,Rob Scuderi,PIT,D,82,4.3,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-
2015,Barret Jackman,STL,D,80,1.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,0,0,0,0,0,0,-
2015,Chris Kelly,BOS,C,80,7.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,1,0,1,0,0,0,0,0,4,5,44.44
2015,Brian McGrattan,CGY,R,8,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-
2015,Ryan Malone,NYR,L,6,13.33333333,0,0,0,0,0,1,0,2,2,2,2,0,0,2,1,1,0,0,0,2,0,4,0,0,1,0,100
2015,Mike Weaver,MTL,D,31,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-
2015,Dany Heatley,ANA,L,6,5.7,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-
2015,Brooks Orpik,WSH,D,78,2.916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,1,0,0,0,0,0,0,0,-
2015,Anton Volchenkov,NSH,D,46,1.2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Steve Ott,STL,C,78,14.9,0,0,0,0,0,2,0,3,3,3,1,0,1,15,3,0,3,0,2,0,0,1,1,0,5,2,71.43
2015,Tomas Kopecky,FLA,R,64,7.733333333,0,0,0,0,0,2,0,2,2,2,0,0,0,4,2,2,0,0,1,1,0,0,2,0,0,0,-
2015,Travis Moen,"DAL, MTL",L,44,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,2,0,0,0,0,0,0,0,0,0,-
2015,Deryk Engelland,CGY,D,76,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,1,3,0,2,0,0,0,0,0,0,0,-
2015,Paul Gaustad,NSH,C,73,6.583333333,0,0,0,0,0,1,0,1,1,0,0,0,0,11,4,3,1,0,1,0,0,0,0,0,7,10,41.18
2015,Tuomo Ruutu,N.J,L,77,9.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,1,0,0,0,2,0,0,0,-
2015,Marcel Goc,"PIT, STL",C,74,20.91666667,0,0,0,0,0,2,0,4,4,2,0,0,0,0,0,0,0,0,0,1,1,2,2,0,14,6,70
2015,Tim Gleason,"CAR, WSH",D,72,1.733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,2,3,0,0,0,0,0,0,0,0,0,-
2015,Tim Jackman,ANA,R,55,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,3,3,1,2,0,0,0,0,0,0,0,-
2015,Chris Thorburn,WPG,R,81,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,33,9,4,5,0,1,0,0,0,3,0,0,0,-
2015,Jay McClement,CAR,C,82,14.36666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,3,0,18,16,52.94
2015,Stephane Veilleux,MIN,L,12,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-
2015,Cody McCormick,BUF,C,33,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,4,2,66.67
2015,Dennis Seidenberg,BOS,D,82,17.51666667,0,0,0,0,0,2,0,2,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,-
2015,Ryane Clowe,N.J,L,13,35.78333333,0,0,0,0,0,2,0,4,3,4,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-
2015,Johnny Oduya,CHI,D,76,7.333333333,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-
2015,Zbynek Michalek,"ARI, STL",D,68,2.916666667,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Matt Ellis,BUF,L,39,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Keith Ballard,MIN,D,14,0.516666667,0,0,0,0,0,1,0,1,1,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,-
2015,Adam Burish,S.J,R,20,1.316666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,Tom Gilbert,MTL,D,72,55.58333333,0,0,0,0,0,8,0,15,10,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,-
2015,Matt Greene,L.A,D,82,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-
2015,Matt Stajan,CGY,C,59,4.983333333,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,4,33.33
2015,Gregory Campbell,BOS,C,70,5.283333333,0,0,0,0,0,0,0,1,0,1,0,0,0,17,4,1,3,0,0,0,0,0,0,0,2,8,20
2015,Max Talbot,"BOS, COL",C,81,22.1,0,0,0,0,0,3,0,5,5,4,2,0,1,4,2,2,0,0,0,0,0,1,0,0,3,1,75
2015,Eric Nystrom,NSH,L,60,3.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
2015,Daniel Paille,BOS,L,71,3.383333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Jim Slater,WPG,C,82,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,5,2,0,1,1,0,0,1,0,3,1,75
2015,Patrick Dwyer,CAR,R,71,7.7,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,50
2015,Nate Guenin,COL,D,76,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,-
2015,Jonathan Ericsson,DET,D,82,13.95,0,0,0,0,0,1,0,3,3,0,0,0,0,4,2,2,0,0,1,0,0,0,0,0,0,0,-
2015,Josh Gorges,BUF,D,46,45.96666667,0,0,0,0,0,4,0,6,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-
2015,Braydon Coburn,"PHI, T.B",D,43,5.7,0,0,0,0,0,1,0,2,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-
2015,Mark Stuart,WPG,D,70,1.85,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,-
2015,Brian Boyle,T.B,C,82,21.06666667,0,0,0,0,0,1,0,5,3,4,2,1,0,16,4,3,0,1,1,0,0,1,1,0,7,11,38.89
2015,Kevin Klein,NYR,D,65,7.2,0,0,0,0,0,1,0,2,1,1,1,0,0,15,3,0,3,0,0,0,0,0,0,0,0,0,-
2015,Colin McDonald,NYI,R,18,2.316666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,B.J. Crombeen,ARI,R,58,1.566666667,0,0,0,0,0,0,0,0,0,0,0,0,0,31,8,3,5,0,0,0,0,0,0,0,0,0,-
2015,Maxim Lapierre,"PIT, STL",C,80,3.816666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,4,1,80
2015,Daniel Carcillo,CHI,L,39,1.616666667,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,1,0,0,0,0,0,0,0,0,0,-
2015,Jan Hejda,COL,D,81,10.66666667,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-
2015,Corey Potter,CGY,D,6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Kyle Quincey,DET,D,73,12.7,0,0,0,0,0,1,0,2,1,0,0,0,0,6,3,3,0,0,1,1,0,1,0,0,0,0,-
2015,Tyson Strachan,BUF,D,46,5.95,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Marc Methot,OTT,D,45,8.4,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-
2015,Nate Thompson,ANA,C,80,11.1,0,0,0,0,0,3,0,4,4,2,2,0,0,6,3,3,0,0,2,0,0,0,0,0,11,15,42.31
2015,Kyle Brodziak,MIN,C,73,4.716666667,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,1,0,0,0,0,0,0,0,2,7,22.22
2015,Shane O'Brien,FLA,D,9,0.983333333,0,0,0,0,0,1,0,1,1,0,0,0,0,5,1,0,1,0,1,0,0,0,0,0,0,0,-
2015,Tanner Glass,NYR,L,66,2.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,2,5,0,0,0,0,0,0,0,0,0,-
2015,Chris Porter,STL,L,24,1.566666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Clayton Stoner,ANA,D,69,5.85,0,0,0,0,0,1,0,4,2,1,0,0,0,15,3,0,3,0,0,0,1,0,0,0,0,0,-
2015,Ladislav Smid,CGY,D,31,0.433333333,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,1,0,0,0,0,0,0,0,0,0,-
2015,Jeff Schultz,L.A,D,9,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Mark Fistric,ANA,D,9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,David Booth,TOR,L,59,4.633333333,0,0,0,0,0,2,0,3,3,2,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-
2015,Nicklas Grossmann,PHI,D,68,2.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-
2015,Brandon Prust,MTL,L,82,11.06666667,0,0,0,0,0,1,0,2,2,1,0,0,0,57,12,1,11,0,2,0,0,1,0,0,0,0,-
2015,Alexei Emelin,MTL,D,68,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Peter Regin,CHI,C,4,1.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
2015,Tyler Kennedy,"NYI, S.J",C,38,5.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Torrey Mitchell,"BUF, MTL",C,65,7.916666667,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,33.33
2015,Mike Brown,S.J,R,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,1,0,0,0,0,0,0,0,0,0,-
2015,Adam Pardy,WPG,D,55,5.516666667,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,-
2015,Patrick Kaleta,BUF,R,42,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,1,2,0,2,0,0,0,1,0,0,0,-
2015,Roman Polak,TOR,D,56,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,-
2015,Travis Morin,DAL,C,6,7.9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,66.67
2015,Daniel Winnik,"PIT, TOR",L,79,4.733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,1,0,100
2015,Grant Clitsome,WPG,D,24,12.8,0,0,0,0,0,2,0,7,3,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-
2015,Adam Cracknell,CBJ,R,17,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100
2015,Jannik Hansen,VAN,R,81,37.4,0,0,0,0,0,7,0,10,9,7,6,0,1,5,1,0,1,0,1,0,0,3,0,0,0,0,-
2015,Tim Sestito,N.J,L,15,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,1,0
2015,Cody McLeod,COL,L,82,36.3,0,0,0,0,0,8,0,10,9,8,8,0,1,42,12,6,6,0,2,1,0,2,2,0,0,0,-
2015,Jack Skille,CBJ,R,45,5,0,0,0,0,0,2,0,2,2,1,1,0,0,5,1,0,1,0,1,0,0,0,0,0,1,0,100
2015,Devin Setoguchi,CGY,R,12,16.58333333,0,0,0,0,0,4,0,7,4,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-
2015,Marc Staal,NYR,D,80,10.75,0,0,0,0,0,1,0,1,1,1,0,0,0,8,4,4,0,0,0,0,0,0,1,0,0,0,-
2015,Andrew Cogliano,ANA,L,82,6.116666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0
2015,Taylor Chorney,PIT,D,7,5.916666667,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Adam McQuaid,BOS,D,63,4.516666667,0,0,0,0,0,0,0,1,1,1,0,0,0,10,2,0,2,0,0,0,0,0,0,0,0,0,-
2015,Marc-Andre Cliche,COL,C,74,3.783333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,40
2015,Mark Fraser,N.J,D,34,1.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,2,4,0,0,0,0,0,0,0,0,0,-
2015,Chris Butler,STL,D,33,12.01666667,0,0,0,0,0,3,0,6,5,2,0,0,0,5,1,0,1,0,0,0,0,1,0,0,0,0,-
2015,Chris VandeVelde,PHI,C,72,6.9,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,100
2015,Jared Boll,CBJ,R,72,0.716666667,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,1,4,0,1,0,0,0,0,0,0,0,-
2015,Niklas Hjalmarsson,CHI,D,82,11.81666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Mark Fayne,EDM,D,74,15.08333333,0,0,0,0,0,4,0,8,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-
2015,Ryan Reaves,STL,R,81,3.116666667,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,1,5,0,0,0,0,0,0,0,0,0,-
2015,Brett Sutter,MIN,L,6,0.433333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Joe Vitale,ARI,C,70,1.8,0,0,0,0,0,0,0,1,1,1,1,0,0,7,2,1,1,0,0,0,0,0,0,0,2,3,40
2015,Colin Greening,OTT,C,26,1.483333333,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,1,1,0,0,0,0,0,0,0,0,-
2015,Kyle Cumiskey,CHI,D,7,1.716666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Mike Angelidis,T.B,L,3,0.116666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Andrew Desjardins,"CHI, S.J",L,69,4.416666667,0,0,0,0,0,1,0,1,1,0,0,0,0,20,4,0,4,0,1,0,0,0,0,0,3,2,60
2015,Peter Harrold,N.J,D,43,13.16666667,0,0,0,0,0,2,0,5,3,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-
2015,Stephen Gionta,N.J,R,61,5.866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,66.67
2015,Alex Biega,VAN,D,7,1.333333333,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Mike Weber,BUF,D,64,5.45,0,0,0,0,0,0,0,1,1,0,0,0,1,5,1,0,1,0,1,0,0,0,0,1,0,0,-
2015,Derek Dorsett,VAN,R,79,30.03333333,0,0,0,0,0,1,0,4,4,4,4,0,2,67,16,6,9,1,2,0,0,0,2,0,0,0,-
2015,Trevor Lewis,L.A,C,73,21.4,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,0,1,1,1,0,3,5,37.5
2015,Ryan White,PHI,C,34,21.98333333,0,0,0,0,0,2,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0
2015,Eric Gryba,OTT,D,75,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,1,0,0,0,0,1,0,0,0,0,-
2015,Jesse Joensuu,EDM,L,20,3.983333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Viktor Stalberg,NSH,L,25,0.816666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,-
