Year,Player,Team,Position,GP,PPTOI,PPGoals,PPTotal_Assists,PPFirst_Assists,PPSecond_Assists,PPTotal_Points,PPShots,PPSHPer,PPiCF,PPiFF,PPiSCF,PPiHDCF,PPRush_Attempts,PPRebounds_Created,PPPIM,PPTotal_Penalties,PPMinor,PPMajor,PPMisconduct,PPPenalties_Drawn,PPGiveaways,PPTakeaways,PPHits,PPHits_Taken,PPShots_Blocked,PPFaceoffs_Won,PPFaceoffs_Lost,PPFaceoffs_Per
2015,Jayson Megna,PIT,C,12,0.966666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-
2015,Tim Schaller,BUF,C,18,1.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100
2015,Conor Allen,NYR,D,4,0.466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Nate Schmidt,WSH,D,39,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Eriah Hayes,S.J,R,4,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-
2015,Chad Ruhwedel,BUF,D,4,0.716666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Andrew Miller,EDM,C,9,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Sven Andrighetto,MTL,R,12,18.55,0,0,0,0,0,3,0,4,3,3,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0
2015,Andrew Copp,WPG,C,1,0.566666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Marko Dano,CBJ,C,35,7.5,0,0,0,0,0,2,0,2,2,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-
2015,Ryan Hartman,CHI,L,5,0.183333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Jacob De La Rose,MTL,L,33,6.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,50
2015,Emile Poirier,CGY,L,6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Darnell Nurse,EDM,D,2,0.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Bo Horvat,VAN,C,68,18.33333333,0,0,0,0,0,7,0,8,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,47.83
2015,Valeri Nichushkin,DAL,R,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Curtis Lazar,OTT,C,67,9.016666667,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,83.33
2015,Mirco Mueller,S.J,D,39,12.78333333,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-
2015,Kerby Rychel,CBJ,L,5,0.483333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Ronalds Kenins,VAN,L,30,3.983333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Trevor van Riemsdyk,CHI,D,18,2.933333333,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Jordan Oesterle,EDM,D,6,5.35,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Patrick Brown,CAR,C,7,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Dennis Everberg,COL,R,55,12.98333333,0,0,0,0,0,2,0,3,2,0,0,0,0,2,1,1,0,0,1,1,0,1,0,0,0,0,-
2015,Borna Rendulic,COL,R,11,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-
2015,Pierre-Edouard Bellemare,PHI,L,81,7.3,0,0,0,0,0,2,0,2,2,0,0,0,0,10,2,0,2,0,0,0,0,0,2,0,7,5,58.33
2015,Sam Reinhart,BUF,C,9,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,100
2015,Sam Bennett,CGY,C,1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Casey Bailey,TOR,R,6,0.766666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
